"beta_intercept","beta_neg_pred_1","beta_neg_pred_2","beta_pos_pred_1","beta_pos_pred_2","tau","disp","AUC"
4.29034419939553,-0.25608477673695,-0.894968263790928,-0.285876721381217,0.0560901813330113,2.27075448817211,4.79701512061084,0.83
4.34619551648721,-0.245831909599559,-0.927702681365266,-0.288102898504658,0.0271509547344116,2.12881995104046,5.06015536563595,0.835
4.08882121657306,-0.226638572480425,-0.967027019781952,-0.349901551756662,-0.0159030132441503,2.38320615225584,5.17811509340326,0.839
4.32869220239172,-0.268621493085881,-1.0294701884928,-0.296812431000173,0.00759153225403403,2.43675374906642,4.10771459146721,0.841
4.26029693642228,-0.272405868581961,-0.874689104267583,-0.31460693705469,0.235562843675418,2.23710379156821,5.78409259852138,0.854
4.3073114048529,-0.240491330372163,-0.881274946054081,-0.260017467464993,0.0861221575641942,2.15766999610204,4.4783257747894,0.807
4.04663271276727,-0.259352485894225,-0.964116678420226,-0.268379455591028,0.078167516745005,2.35314473983231,4.25761711110876,0.811
4.13319438802796,-0.25356088780544,-0.927074549691539,-0.274009029082569,-0.0146706799762226,2.55178116744335,4.32609545389738,0.817
4.37095468621271,-0.239020209984585,-0.937680719787761,-0.230495070538101,0.182356538960161,1.99191929471546,5.22701928910342,0.88
4.65403033974161,-0.268546896716302,-0.938553972977257,-0.321496617166404,-0.0997259416019607,1.94302305083883,5.02376390952386,0.824
4.18250910622547,-0.260164639309306,-0.885777068156123,-0.28692052780081,0.110706725587418,2.24664146596655,5.92783159220452,0.874
