"sim11_repl1_input","sim11_repl1_high","sim11_repl1_med","sim11_repl1_low","sim11_repl2_input","sim11_repl2_high","sim11_repl2_med","sim11_repl2_low"
8,11,15,14,17,21,23,18
0,0,0,0,12,8,14,33
46,46,33,17,11,9,6,10
7,11,8,8,4,3,4,1
4,5,6,3,12,4,14,2
5,9,16,9,2,2,0,0
21,18,6,59,13,26,18,4
1,3,0,0,21,29,18,37
64,69,49,9,0,0,0,0
6,9,5,8,6,11,9,13
31,30,25,67,6,5,10,3
3,1,3,0,23,26,19,44
4,4,11,4,16,6,9,8
1,2,6,1,34,35,29,10
10,9,17,8,12,21,13,17
8,4,5,4,2,1,2,0
3,8,6,3,0,0,0,0
11,18,5,31,0,0,0,0
59,36,74,67,2,6,11,2
66,57,41,72,0,0,0,0
35,40,25,9,1,1,1,0
0,0,0,0,0,0,0,1
24,25,34,30,0,0,0,0
19,21,12,12,20,29,21,5
11,13,16,8,84,90,82,33
88,74,82,38,11,26,20,5
0,0,0,0,3,5,7,7
0,0,0,0,6,10,6,8
1,2,3,4,9,14,11,5
2,1,1,1,9,8,4,19
61,62,67,111,32,24,45,18
45,26,39,4,36,32,41,18
11,3,8,9,0,0,0,0
12,18,15,19,6,11,11,3
17,24,17,6,8,5,10,16
15,5,14,16,45,35,42,55
22,18,22,5,5,3,3,1
44,47,56,95,0,0,4,5
3,6,4,0,26,28,31,38
3,2,5,1,2,3,1,0
37,44,44,102,1,0,0,0
12,9,14,6,1,1,0,0
0,1,1,0,80,82,69,32
0,0,0,0,0,0,0,0
2,2,0,0,4,19,11,16
0,0,5,2,13,6,12,7
116,96,78,39,2,3,1,0
0,0,0,0,1,2,0,1
0,1,3,2,36,29,20,31
38,40,50,17,4,5,11,4
0,0,0,0,4,4,6,0
10,7,11,0,2,1,3,1
0,2,0,0,5,5,5,2
84,80,78,73,2,1,3,0
8,5,7,3,0,0,0,0
76,72,64,106,15,14,17,46
29,20,13,9,44,36,33,19
6,4,15,8,17,11,13,8
7,6,7,0,0,0,0,0
0,0,1,0,0,0,0,0
9,3,6,3,10,11,16,7
5,12,9,2,68,71,57,5
39,56,46,16,14,15,18,6
33,22,24,13,5,2,2,1
5,2,4,0,8,6,9,2
5,1,3,2,33,30,23,18
14,13,20,16,38,32,39,10
41,65,31,6,26,38,29,51
0,2,0,0,0,0,0,0
13,8,16,3,2,2,1,0
9,10,5,5,8,7,5,18
3,2,2,3,4,5,6,4
1,0,0,0,35,40,40,123
52,41,33,20,13,15,9,8
0,0,0,0,0,0,0,0
22,31,21,40,0,0,0,1
29,21,17,21,17,15,23,6
0,0,0,0,7,18,18,0
8,8,7,5,10,9,7,15
4,4,7,4,69,58,87,52
11,5,10,5,20,14,12,2
5,6,2,7,31,33,18,71
0,0,0,0,3,2,1,6
76,35,56,60,13,17,6,9
41,38,38,68,0,0,2,1
0,0,1,0,2,2,0,0
0,0,0,0,0,0,0,0
39,32,55,9,0,0,0,0
7,9,5,1,4,7,1,4
0,1,0,0,23,15,18,11
0,0,0,0,42,42,45,53
1,1,0,2,22,15,15,11
0,0,0,0,0,1,0,1
0,0,1,0,14,10,12,3
38,30,29,28,1,1,1,1
22,15,23,36,6,8,12,11
12,12,6,20,2,4,2,0
2,0,3,3,2,0,0,0
19,29,24,15,0,1,1,1
23,22,22,3,29,25,39,21
8,9,10,3,2,3,1,4
4,0,4,1,0,0,0,0
24,25,35,13,9,16,5,9
45,29,57,35,35,26,44,26
18,23,21,29,7,7,8,3
7,6,11,39,31,28,35,22
0,0,0,0,21,12,17,47
1,2,5,5,84,100,87,146
13,21,15,28,4,2,3,0
51,37,36,31,9,14,12,7
0,0,0,0,10,4,4,2
7,9,11,6,20,20,12,11
45,35,59,29,8,6,6,1
5,2,2,1,0,0,0,0
14,7,17,3,22,17,28,42
8,5,13,5,48,41,45,125
7,1,5,0,66,51,49,14
1,0,0,2,41,30,24,31
32,46,34,50,42,45,39,49
0,0,0,0,10,14,9,2
34,51,48,10,88,80,79,14
20,26,20,51,3,7,3,1
2,8,2,2,25,36,36,48
9,4,11,7,21,13,8,16
0,0,0,0,6,4,1,9
1,0,2,0,58,60,55,60
22,40,11,19,39,48,59,11
8,6,9,14,35,30,36,14
9,8,4,8,0,0,0,0
3,5,6,3,4,10,8,15
21,23,11,1,0,0,0,0
4,4,9,4,0,0,1,0
42,62,31,107,0,0,0,0
0,0,0,0,2,0,0,0
0,0,0,0,3,6,3,8
4,8,4,10,7,1,5,0
2,1,4,4,14,25,21,20
50,35,56,15,0,3,2,1
11,26,8,15,2,5,2,5
6,7,10,5,17,22,16,4
0,1,0,0,1,3,1,1
13,21,18,4,7,5,12,13
43,36,47,8,0,0,1,0
4,4,2,2,15,20,13,17
71,70,47,68,0,1,0,0
54,49,56,24,78,86,95,597
10,14,5,18,3,1,2,10
6,5,5,8,31,18,34,49
0,0,0,0,23,16,19,4
23,27,19,32,12,14,18,26
14,12,18,53,3,1,1,2
9,13,7,4,0,0,0,0
0,0,0,0,2,2,3,3
80,53,74,72,11,6,7,3
4,5,7,0,7,7,4,1
18,17,27,31,34,29,27,46
1,3,2,4,0,0,0,0
16,18,23,28,10,16,9,19
18,20,22,77,1,0,0,3
13,8,6,12,4,7,6,1
5,4,2,0,23,32,32,29
13,12,13,2,28,39,22,10
29,35,37,19,11,14,7,22
34,25,32,8,15,9,10,18
1,1,2,2,22,21,17,9
28,28,19,51,31,23,39,88
1,3,6,0,0,0,1,1
0,2,0,1,0,0,0,0
13,4,10,1,0,2,1,2
1,1,4,2,1,0,2,1
2,0,0,0,39,54,39,2
3,2,4,1,3,4,3,7
41,38,58,48,18,23,10,49
30,27,28,27,42,38,39,14
0,0,4,5,44,43,50,31
0,0,0,0,12,8,9,8
6,6,9,5,46,43,41,35
0,0,0,0,16,17,15,20
68,74,66,114,24,30,11,4
2,6,7,0,2,1,1,0
9,8,5,14,0,0,0,0
4,3,5,3,52,65,53,163
6,4,5,3,21,21,24,9
31,9,29,6,0,0,0,0
31,48,29,13,15,14,6,0
11,20,26,4,4,6,5,2
6,5,9,18,0,0,0,0
10,8,6,36,0,0,0,0
0,0,0,0,35,35,37,69
14,7,16,6,23,23,18,27
0,1,2,0,0,0,0,0
0,0,0,0,1,1,0,1
0,0,0,1,15,16,21,2
1,2,2,0,0,0,0,0
0,1,3,0,6,4,7,3
0,0,1,0,5,7,4,7
19,17,19,26,2,3,3,1
25,22,20,23,22,17,21,14
2,1,5,0,5,6,2,4
3,9,2,6,0,0,0,0
3,11,7,22,11,3,2,0
3,11,18,7,28,37,29,6
1,3,4,6,3,1,1,1
4,4,4,0,1,1,1,1
18,10,24,6,3,4,3,13
3,8,8,8,12,8,12,23
4,10,10,18,29,21,27,13
11,10,8,6,12,12,9,11
0,0,0,0,0,0,0,0
65,73,49,34,12,18,19,9
42,46,42,30,19,18,22,44
2,1,0,2,16,8,9,8
0,0,0,0,3,3,8,4
31,29,30,34,11,11,5,5
0,0,0,0,52,49,64,26
27,27,44,12,8,2,5,3
96,86,73,42,16,21,13,45
36,30,28,9,2,2,1,1
1,2,1,1,7,10,5,1
59,54,63,65,4,5,2,3
1,0,3,0,19,21,24,1
1,2,2,2,3,3,2,0
5,3,3,7,26,28,21,17
28,34,31,6,49,49,65,62
1,2,1,1,3,2,3,2
19,28,24,53,4,8,7,6
4,3,5,1,15,23,18,3
5,1,4,0,0,0,0,0
60,54,60,13,11,16,17,25
21,11,20,21,36,66,37,18
0,0,0,0,4,2,4,0
30,28,18,53,18,25,21,50
9,6,15,13,1,0,0,0
22,18,19,18,0,0,0,0
0,0,0,0,44,51,47,39
5,11,4,1,1,1,0,0
0,2,3,0,4,1,2,1
0,0,0,0,0,0,0,0
7,4,3,9,8,10,10,22
0,0,0,0,0,2,4,1
34,31,42,13,6,7,6,9
0,0,0,0,3,0,1,0
14,20,18,16,1,0,0,0
2,3,1,1,0,0,0,1
10,8,11,5,8,3,3,5
37,22,35,17,14,25,22,17
24,29,22,4,0,1,1,0
8,7,6,12,14,20,20,62
28,21,26,17,32,27,39,48
2,1,1,0,10,14,11,7
0,0,0,0,6,0,1,11
62,62,51,72,0,0,0,0
0,0,0,0,35,23,23,22
20,18,24,30,41,36,44,15
15,15,14,1,13,17,8,20
65,91,83,144,4,6,8,17
11,11,8,2,43,48,53,68
5,12,10,11,1,1,2,2
2,2,4,3,44,47,43,17
1,0,0,1,4,7,12,5
1,0,0,1,15,15,19,16
0,1,0,1,0,0,0,0
5,2,6,6,4,4,4,7
39,52,27,8,65,60,51,34
11,12,18,1,18,26,35,23
5,4,2,2,2,5,6,6
8,13,11,23,1,1,3,1
1,8,4,3,0,1,3,0
0,0,0,0,19,15,11,20
8,12,5,3,8,5,6,6
0,0,1,0,0,1,3,1
0,0,0,0,92,87,99,48
30,20,23,29,1,0,0,1
11,19,11,9,4,9,4,15
0,0,1,0,11,7,4,8
2,0,2,1,0,0,0,0
13,8,11,6,0,0,0,0
0,4,3,0,0,0,1,0
1,0,1,1,30,34,48,21
3,7,4,7,0,0,0,0
21,16,18,0,2,1,0,0
1,4,4,3,0,0,1,4
0,0,0,0,0,0,0,0
45,35,45,51,0,0,0,0
