"sim8_repl1_input","sim8_repl1_high","sim8_repl1_med","sim8_repl1_low","sim8_repl2_input","sim8_repl2_high","sim8_repl2_med","sim8_repl2_low"
10,9,7,5,28,17,21,30
0,0,0,0,16,17,12,22
35,42,36,7,6,11,6,7
8,7,4,3,2,5,4,6
6,5,5,4,10,7,7,11
7,17,9,4,1,3,2,1
16,17,25,20,25,22,27,21
2,1,1,0,22,21,25,12
49,65,46,100,0,0,0,0
4,3,2,10,7,11,6,0
23,21,33,8,8,9,4,13
3,1,0,0,15,25,31,26
5,4,5,18,12,8,9,22
3,2,2,3,35,32,30,24
10,4,11,1,22,21,14,5
0,5,8,0,2,3,1,0
7,4,0,5,0,0,0,0
22,19,19,19,0,0,0,0
48,50,50,210,5,4,6,8
61,46,59,85,0,0,2,0
34,30,36,17,1,1,1,1
0,0,0,0,0,0,0,0
43,40,30,29,0,0,0,0
22,17,23,20,24,19,22,31
20,16,9,14,91,103,84,154
87,94,84,24,14,14,15,21
0,0,0,0,3,5,3,4
0,0,0,0,13,6,11,1
2,1,1,1,9,13,9,54
2,1,0,2,11,6,7,10
77,81,71,85,35,45,25,80
39,35,42,76,22,43,21,38
5,7,4,4,0,0,0,0
24,13,19,17,9,8,8,8
21,9,13,7,8,17,2,3
11,8,4,5,26,34,33,40
20,25,22,72,2,6,2,1
43,61,46,12,4,7,2,1
3,4,1,0,31,32,37,23
3,2,5,6,2,3,2,1
32,42,37,58,0,0,0,0
12,7,18,13,0,0,0,0
1,1,2,1,64,74,73,175
1,0,0,0,0,0,0,0
3,1,1,3,11,10,7,0
4,3,3,4,13,8,8,17
97,75,109,94,3,1,7,1
0,0,0,0,0,1,2,0
1,3,3,16,24,35,33,14
38,51,37,8,4,3,9,17
0,0,0,0,7,7,3,2
6,7,6,8,6,3,1,1
0,0,0,2,6,4,5,4
62,87,53,72,2,3,2,0
4,4,1,13,0,0,0,0
50,59,65,46,20,16,16,17
16,19,17,13,41,38,36,31
11,10,10,0,13,21,15,2
11,5,3,18,0,0,0,0
1,1,0,0,0,0,0,0
1,7,3,1,7,13,14,24
10,7,7,7,81,66,76,29
55,64,32,56,15,11,21,17
24,16,30,0,9,2,4,2
5,3,4,0,6,12,5,11
2,4,2,1,18,24,23,11
16,19,17,15,30,24,36,41
44,51,46,42,38,30,38,12
0,2,0,0,0,0,0,0
14,14,18,3,0,2,2,0
7,15,8,2,5,6,10,15
6,2,6,0,3,7,5,9
0,0,0,0,44,36,44,3
43,41,45,5,9,12,9,19
1,0,0,0,0,0,0,0
18,23,16,23,0,1,0,0
12,17,25,14,17,16,16,21
0,0,0,0,8,16,9,6
5,5,18,1,7,5,4,8
0,1,2,1,66,46,71,10
13,5,3,10,17,18,5,1
6,3,1,1,29,42,42,4
1,0,0,0,3,6,1,11
48,70,54,42,16,17,14,1
45,41,36,28,4,3,0,2
0,0,0,0,0,2,2,0
0,0,0,0,0,0,0,0
36,44,43,62,0,0,0,0
2,8,5,14,5,2,1,2
0,0,0,0,17,15,24,15
0,0,0,0,47,28,48,2
2,2,0,0,23,13,14,18
0,0,0,0,0,0,2,0
0,0,0,0,10,16,6,22
22,17,33,14,1,3,2,8
22,16,20,2,10,13,11,5
8,9,12,15,4,1,4,1
0,0,1,0,2,2,2,3
22,28,22,3,3,1,3,0
10,17,9,50,27,17,26,36
11,10,10,6,1,3,2,1
2,2,4,3,1,1,0,1
29,29,23,5,7,6,9,3
38,31,39,9,34,30,36,9
17,19,20,31,13,11,6,0
10,11,13,8,24,26,42,2
0,0,0,0,17,16,24,15
4,5,4,1,88,93,104,6
18,24,15,19,2,4,3,1
30,46,42,10,16,4,10,1
0,0,0,0,10,7,9,22
10,5,9,0,13,14,17,7
47,48,40,58,8,5,11,1
4,4,9,3,0,2,1,0
13,11,12,6,20,27,28,40
14,10,9,8,34,50,68,122
6,5,6,2,58,45,70,44
1,0,1,0,29,22,32,2
49,36,54,17,49,43,39,38
0,0,0,0,10,13,11,2
44,43,29,67,81,104,66,58
27,12,18,17,6,3,4,8
3,5,1,1,32,30,28,21
7,11,19,19,7,14,11,8
0,0,0,2,7,9,6,2
0,1,3,0,56,56,75,59
26,14,27,4,44,54,52,4
2,7,6,15,30,31,33,50
7,7,7,10,0,0,0,0
5,4,3,8,11,8,10,30
20,13,29,24,0,0,0,0
8,8,12,2,1,1,0,0
64,64,43,88,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,6,5,5,2
9,5,6,4,3,0,5,2
2,2,2,4,27,20,17,11
53,46,47,46,0,3,3,2
18,10,18,11,1,1,1,5
6,2,6,0,20,10,22,6
1,0,0,0,0,3,1,0
17,17,20,19,10,6,7,22
27,32,38,46,0,0,1,0
1,8,2,0,16,7,20,4
79,48,79,31,0,3,1,1
58,77,63,21,110,95,83,5
14,15,9,4,3,2,1,1
2,12,4,5,26,26,25,35
0,0,0,0,23,23,17,4
20,25,23,4,7,5,10,11
14,14,15,45,1,2,2,2
12,8,13,3,0,0,0,0
0,0,0,0,3,3,7,2
71,70,74,25,3,8,7,4
6,8,7,6,3,5,3,3
22,23,21,18,19,33,31,24
3,1,1,1,0,0,0,0
12,22,8,10,13,5,22,13
23,19,26,15,0,2,0,0
14,10,6,5,4,2,4,5
4,1,4,2,27,41,18,14
9,5,9,25,29,33,18,26
38,45,26,32,16,18,18,22
29,21,30,21,10,11,7,1
0,0,1,1,15,16,16,30
33,28,34,20,30,29,33,4
0,2,5,2,0,0,0,2
1,1,0,0,0,0,0,0
9,8,9,6,1,4,1,1
2,1,2,1,0,0,1,3
1,0,4,1,38,42,41,14
1,1,1,1,5,7,9,3
46,37,42,25,12,10,12,24
17,24,28,32,45,34,38,21
2,1,2,3,44,55,40,141
0,0,0,0,13,12,9,3
3,7,8,5,41,54,35,61
0,0,0,0,23,27,22,3
74,81,75,86,15,19,18,14
7,9,10,2,2,0,1,1
10,9,7,12,0,0,0,0
5,3,2,6,59,47,74,43
5,4,8,5,29,18,25,4
30,37,20,8,0,0,0,0
35,28,31,79,15,7,12,24
15,16,18,3,4,3,2,0
8,7,5,2,0,0,0,0
3,6,10,0,0,0,0,0
0,0,0,0,45,40,20,4
16,20,21,11,20,11,11,87
1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,3
0,0,0,0,13,15,9,17
3,3,0,1,0,0,0,0
3,1,1,0,2,3,5,1
1,1,1,1,5,4,2,3
17,15,19,24,2,2,1,4
25,24,23,16,18,21,9,29
3,3,2,3,1,4,3,7
5,1,0,2,0,0,0,0
13,7,6,4,4,6,3,4
14,13,14,4,31,17,38,55
1,2,4,1,0,2,1,0
5,2,7,3,1,0,1,0
14,20,20,2,8,2,0,0
6,8,5,1,14,16,8,1
8,8,8,1,14,25,24,21
13,4,10,19,8,11,2,23
0,0,0,0,0,0,0,1
49,58,64,89,15,10,11,12
43,31,32,2,15,15,25,8
7,0,0,1,9,10,7,7
0,0,0,0,6,3,3,0
26,36,21,21,16,17,8,28
0,0,0,0,63,53,64,59
25,35,33,10,2,4,4,0
98,116,79,168,16,17,17,4
26,25,25,67,2,2,3,2
2,2,0,7,9,9,7,4
54,44,56,17,3,3,7,0
0,2,1,2,28,24,15,15
2,2,0,0,1,3,2,6
7,1,4,3,18,23,23,39
19,43,27,37,38,57,37,6
0,1,1,0,2,0,1,2
23,19,19,54,3,7,10,14
6,1,1,1,22,31,7,17
2,6,9,1,0,0,0,0
49,45,44,3,19,18,20,3
18,16,17,11,40,51,32,24
0,0,0,0,8,9,2,0
18,19,17,13,22,32,30,21
16,19,10,3,0,0,1,1
25,23,22,1,1,0,0,1
0,0,0,0,55,69,46,37
7,5,3,11,0,1,0,0
0,0,2,0,1,4,2,3
0,0,0,0,0,0,0,0
2,7,5,5,7,9,8,47
0,0,0,0,3,6,8,6
32,35,29,88,14,9,5,2
0,2,0,1,1,2,1,0
22,11,10,2,0,0,2,0
2,3,2,0,0,2,0,0
14,5,7,14,10,8,6,13
25,34,25,50,21,21,24,21
20,19,18,2,1,1,0,1
5,6,14,5,12,25,5,5
30,25,28,0,29,28,26,11
0,0,0,1,13,9,15,4
0,0,0,0,7,7,1,1
68,49,69,32,0,0,0,0
0,0,0,1,15,25,25,39
21,13,10,27,39,47,55,66
9,19,16,24,14,10,13,42
79,100,75,41,9,3,5,1
9,11,5,11,47,46,47,53
3,6,6,2,2,3,1,0
3,4,0,0,44,43,27,5
0,0,0,1,7,7,12,14
0,0,1,1,11,17,13,5
0,1,1,2,0,0,0,0
1,2,6,2,1,4,5,0
44,30,38,71,72,75,58,274
17,20,6,2,32,24,29,3
1,4,1,11,4,5,4,8
15,14,17,24,2,2,2,0
2,5,7,8,0,1,1,0
0,0,0,0,21,12,11,15
5,8,11,6,3,5,1,4
0,0,0,0,4,2,1,6
0,0,1,0,107,63,88,67
24,26,19,21,0,0,0,0
14,13,9,11,9,11,10,2
0,0,0,1,7,12,9,4
1,2,0,0,0,0,0,0
14,10,6,22,0,0,0,0
1,3,3,2,1,2,2,3
0,0,2,5,42,40,43,8
5,3,2,3,0,0,0,0
13,13,18,15,0,0,1,0
4,5,3,2,2,2,3,0
0,0,0,0,0,0,0,0
43,34,60,54,0,0,0,0
14,12,16,3,5,3,3,0
37,26,44,27,18,29,23,12
1,1,1,2,10,14,9,4
7,14,6,9,0,0,1,0
3,9,2,7,0,1,0,2
0,0,0,0,75,77,59,100
30,32,40,16,35,31,26,34
4,2,0,5,0,0,0,0
1,1,1,2,1,4,7,5
26,25,26,6,9,5,7,12
76,111,78,119,0,0,0,0
10,11,14,12,45,50,45,14
19,23,21,7,21,23,28,5
28,26,29,57,30,29,50,118
0,0,0,0,37,32,48,23
14,16,11,13,0,0,0,0
38,39,37,67,33,28,32,67
1,3,0,0,6,2,6,1
4,7,6,4,0,0,3,0
5,6,8,4,2,5,6,2
0,2,0,3,0,0,0,0
23,21,23,1,2,4,3,1
2,6,10,2,8,6,2,7
0,2,0,0,6,7,8,6
0,0,0,0,8,5,3,10
0,0,0,0,73,50,50,109
28,29,45,42,13,9,6,7
4,0,6,2,5,17,5,16
25,26,29,13,0,1,0,3
0,0,0,0,22,16,22,16
0,0,0,0,5,2,5,4
13,12,11,5,43,46,49,39
11,7,8,8,8,16,9,10
0,0,0,0,28,24,23,23
2,2,6,1,33,36,26,17
2,6,1,2,19,12,14,20
0,4,4,2,1,1,4,4
3,3,4,6,74,43,49,108
26,26,43,24,0,0,0,0
3,4,8,5,0,0,0,0
9,5,7,6,5,8,20,19
1,0,0,0,23,10,7,50
1,2,0,2,0,1,2,0
1,2,0,1,0,0,0,0
0,2,1,3,81,82,59,104
6,9,5,2,16,19,23,38
12,18,14,22,0,0,0,0
8,7,12,1,0,0,0,1
23,24,23,18,7,11,11,24
53,51,53,94,20,20,18,57
0,0,0,0,12,13,9,11
0,0,0,0,6,4,4,12
3,6,8,2,2,2,3,4
0,1,0,0,0,0,0,0
4,4,2,5,44,54,48,49
45,34,42,22,21,22,14,25
0,0,0,0,4,3,6,2
14,17,20,14,0,0,0,0
13,18,8,76,3,6,4,10
2,0,0,0,73,64,59,72
1,1,0,3,0,0,0,0
30,42,32,46,0,0,1,0
6,2,6,2,1,2,2,0
165,189,142,38,17,10,19,11
5,5,2,8,4,2,3,8
13,11,20,23,29,35,27,28
47,50,59,8,50,37,37,63
54,54,49,24,11,7,14,20
17,19,19,4,13,11,18,29
0,0,0,0,12,6,17,18
1,1,1,0,24,27,31,6
0,0,0,0,3,9,4,4
2,3,3,2,27,23,47,59
2,1,2,1,22,13,34,18
123,118,117,268,52,50,56,39
56,41,38,246,68,75,84,54
17,16,17,22,11,11,14,9
0,0,0,0,10,10,7,5
