"sim22_repl1_input","sim22_repl1_high","sim22_repl1_med","sim22_repl1_low","sim22_repl2_input","sim22_repl2_high","sim22_repl2_med","sim22_repl2_low"
13,15,16,6,25,17,31,20
0,0,0,0,15,22,10,56
36,48,33,51,12,9,6,1
6,6,3,6,2,2,5,0
6,8,3,1,9,8,8,11
19,11,8,8,1,2,5,2
16,18,17,8,23,25,24,26
1,1,0,2,14,21,20,10
48,66,43,48,0,0,0,0
4,7,4,1,11,11,4,2
27,29,23,6,9,6,9,11
3,6,3,1,31,23,40,6
2,3,2,11,11,9,16,11
4,5,1,0,25,37,35,19
4,10,11,2,11,14,19,30
1,2,4,9,1,1,4,0
8,5,0,0,0,0,0,0
15,21,10,17,0,0,0,0
63,81,50,71,6,4,9,4
47,69,73,34,0,0,1,0
37,33,28,16,0,0,0,1
0,0,0,0,0,0,0,0
34,41,38,1,0,0,0,0
17,17,14,6,20,20,21,20
23,8,12,15,78,81,71,100
79,93,81,4,26,28,17,8
0,0,0,0,6,5,4,7
0,0,0,0,3,5,6,7
2,0,2,2,15,11,6,18
2,3,2,1,2,9,9,0
71,59,71,197,41,37,36,78
31,38,37,18,32,32,40,121
16,4,4,1,0,0,0,0
21,13,22,11,9,10,7,0
13,10,22,20,12,10,7,10
4,15,9,4,34,25,35,34
23,21,27,21,5,0,4,6
45,46,40,44,4,4,3,4
3,2,2,1,35,32,34,33
7,7,1,7,1,1,3,0
43,39,51,12,0,0,0,0
13,9,7,24,0,0,0,2
1,0,4,2,73,85,71,56
1,0,0,0,0,0,0,0
3,2,2,0,4,10,10,1
4,0,6,3,18,12,7,2
94,113,95,103,5,2,2,2
0,0,0,0,1,0,0,1
3,4,5,2,29,24,32,15
45,44,33,18,2,6,7,2
0,0,0,0,1,2,3,2
4,4,9,5,1,4,3,3
1,3,0,0,9,4,5,2
70,52,64,25,0,1,1,0
4,4,5,4,0,0,0,0
61,58,73,56,18,16,9,17
21,14,18,25,31,35,33,19
9,15,16,15,13,15,15,6
6,12,11,11,0,0,0,0
2,0,0,1,0,0,0,0
4,4,4,7,6,11,6,7
16,1,12,17,66,64,75,35
43,44,48,5,20,22,14,8
