"sim30_repl1_input","sim30_repl1_high","sim30_repl1_med","sim30_repl1_low","sim30_repl2_input","sim30_repl2_high","sim30_repl2_med","sim30_repl2_low"
17,8,8,14,21,21,32,26
0,0,0,0,13,5,12,30
42,48,42,53,10,8,7,4
9,6,7,1,1,2,4,2
6,3,5,14,10,11,12,7
8,14,9,24,1,0,0,2
15,12,23,75,19,19,20,3
1,1,1,0,22,20,23,10
54,53,35,24,0,0,0,0
3,0,6,13,20,7,8,1
31,20,26,93,10,10,9,15
1,2,0,0,34,19,27,96
1,3,6,14,12,10,15,14
2,2,0,0,32,29,26,76
6,8,6,8,15,20,16,14
0,4,1,0,2,4,1,2
4,4,3,3,0,0,0,0
15,18,17,4,0,0,0,0
61,46,64,8,10,4,7,2
58,63,71,52,0,0,0,0
33,35,29,4,1,1,0,0
0,0,0,0,1,0,0,0
41,38,31,20,0,0,0,0
17,12,26,3,13,15,18,82
12,16,8,15,83,83,121,46
95,94,91,21,21,17,14,25
0,0,0,0,4,5,4,6
0,0,0,0,7,6,8,6
5,0,4,0,9,5,10,3
0,0,2,2,4,5,6,3
73,81,52,60,32,25,37,36
34,37,34,88,46,29,33,12
4,7,4,2,0,0,0,0
28,21,24,11,12,6,9,16
13,17,13,30,9,7,10,2
7,6,10,18,35,19,36,9
25,22,20,22,2,2,4,4
47,52,48,14,1,5,3,2
4,3,6,7,31,44,26,27
5,2,2,2,2,2,1,4
32,46,43,15,0,0,0,1
12,11,15,6,0,0,2,1
1,1,2,1,68,78,79,25
0,0,0,0,0,0,0,0
2,3,2,2,7,11,8,24
1,3,1,0,12,8,12,21
92,93,115,55,4,4,2,4
0,0,0,0,0,0,1,0
5,1,3,0,33,29,21,41
32,48,34,35,5,5,11,4
0,0,0,0,2,3,3,7
10,6,5,9,1,0,0,2
2,0,1,0,4,5,4,2
81,73,78,18,1,2,0,1
6,5,5,6,0,0,0,0
69,56,78,66,17,17,9,10
11,14,25,4,39,27,44,12
9,16,3,6,18,9,12,2
9,5,2,31,0,0,0,0
0,1,2,1,0,0,0,0
6,4,3,0,15,7,14,19
3,10,9,4,82,76,43,96
64,59,43,6,17,18,16,10
24,16,23,27,2,1,6,2
0,5,5,2,3,11,8,2
2,3,3,2,37,28,31,47
19,18,20,6,31,34,33,65
44,52,52,12,31,26,31,102
1,1,1,3,0,0,0,0
14,10,16,8,0,0,2,2
9,8,11,16,10,9,5,11
1,3,2,4,1,1,5,3
0,0,0,0,40,32,43,36
34,39,45,97,10,12,11,4
0,0,0,0,0,0,0,0
22,24,21,18,1,0,0,0
8,27,18,36,17,16,29,8
0,0,0,0,8,13,9,14
6,7,6,3,3,5,10,0
5,4,2,3,65,65,72,42
12,4,9,5,12,16,8,9
2,3,1,1,22,32,37,53
0,0,1,0,6,3,0,0
61,66,63,52,24,8,18,25
46,31,39,66,0,1,2,0
0,0,0,0,3,1,3,0
0,0,0,0,0,0,0,0
37,36,38,3,0,0,0,0
4,3,5,15,1,2,1,2
0,0,0,0,16,24,24,6
0,0,0,0,46,40,40,174
3,1,2,1,13,19,17,5
0,0,0,0,0,3,3,0
0,0,0,1,9,12,19,0
26,29,41,24,2,1,2,2
15,20,28,10,13,12,8,17
9,9,13,1,3,1,4,1
1,2,2,0,4,4,2,1
29,25,14,13,2,0,2,0
6,22,14,14,27,37,16,22
9,10,10,8,2,1,3,0
5,4,7,1,0,0,0,0
22,25,15,26,9,11,7,3
38,33,42,18,32,22,28,12
23,17,24,38,5,10,7,7
13,10,15,3,34,39,28,26
0,0,0,0,24,21,13,28
6,5,1,3,102,85,76,13
23,26,23,11,4,3,4,4
36,42,27,6,8,6,7,5
0,0,0,0,5,6,8,10
5,8,11,8,19,18,22,7
41,42,58,22,10,7,6,6
2,3,7,3,1,0,0,1
13,9,16,14,29,31,26,13
8,5,11,4,52,55,49,27
3,2,2,6,51,50,62,19
0,1,0,0,26,38,34,37
30,49,53,33,31,48,29,91
0,0,0,0,12,19,13,6
37,48,52,2,94,116,75,132
11,16,18,7,8,4,4,2
2,5,3,1,24,26,24,20
11,14,7,13,14,9,16,7
1,1,0,0,7,6,1,7
0,0,3,2,44,71,51,19
19,25,19,20,39,38,42,17
7,9,14,0,34,30,37,51
5,7,12,3,0,0,0,0
3,2,8,3,13,11,12,0
20,20,21,26,0,0,0,0
5,7,6,4,0,0,1,0
40,47,61,52,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,10,9,7,6
4,5,2,8,6,3,4,3
4,5,5,0,29,22,23,24
53,49,59,14,0,2,3,0
16,15,13,6,5,4,2,7
6,4,10,3,14,21,22,11
1,0,0,0,1,1,0,1
21,19,18,17,9,9,10,13
39,41,41,54,0,1,0,0
4,4,3,1,14,8,23,2
53,44,73,45,1,0,1,4
70,63,42,25,108,116,75,112
17,8,16,6,0,0,2,2
4,8,6,3,21,21,32,31
0,0,0,0,17,31,14,24
22,23,18,43,10,13,11,6
12,15,11,10,0,3,1,1
4,8,3,7,0,1,0,0
0,0,0,0,1,3,0,1
80,83,61,122,7,9,5,13
5,5,5,4,7,4,4,5
19,29,13,14,32,31,26,13
3,1,2,3,0,0,0,0
11,6,23,34,9,5,11,6
19,26,18,69,4,2,0,0
4,10,6,4,5,4,1,10
3,5,9,4,30,30,22,16
5,7,15,4,34,34,27,18
38,42,36,39,18,12,20,6
21,21,31,19,10,5,14,10
2,4,0,2,19,13,15,17
28,25,28,50,37,27,29,29
8,0,4,6,1,0,0,0
0,0,1,0,0,0,0,0
8,8,6,10,2,2,2,4
1,0,1,1,1,2,1,2
2,2,0,3,38,44,43,76
1,1,2,0,8,6,2,14
55,36,67,15,17,7,19,5
33,24,21,62,33,40,44,23
0,4,2,4,38,51,56,0
0,0,0,0,7,10,21,2
9,9,3,7,51,48,42,55
0,0,0,0,17,19,13,54
71,73,64,27,29,22,28,12
5,11,9,5,1,1,2,4
10,10,3,2,0,0,0,0
10,4,3,1,58,56,79,68
6,3,4,11,36,44,25,13
39,31,31,24,0,0,0,0
33,34,30,48,9,9,8,11
14,15,18,4,7,5,3,6
10,4,4,2,0,0,0,0
3,3,5,6,0,0,0,0
0,0,0,0,37,45,30,23
19,13,14,10,28,25,20,4
1,2,0,2,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17,20,15,19
1,0,1,0,0,0,0,0
1,0,2,2,6,3,4,3
0,0,1,0,3,4,7,4
14,14,13,28,1,1,3,4
19,26,18,20,25,17,25,28
3,4,1,1,9,3,6,6
4,7,5,1,0,0,0,0
7,6,6,3,3,5,5,1
9,15,5,23,36,32,29,42
3,3,3,6,3,1,3,2
6,4,5,1,0,1,1,0
18,11,19,11,7,1,9,11
5,1,6,2,16,15,15,26
8,5,4,13,25,25,21,32
9,5,11,1,3,10,8,3
0,0,0,0,0,0,1,0
70,77,46,54,13,13,7,9
43,33,41,54,23,22,14,5
1,6,2,0,10,6,5,6
0,0,0,0,7,2,7,0
32,43,26,25,16,16,17,5
0,0,0,0,51,72,61,7
26,27,38,18,0,5,8,1
82,103,83,121,14,9,11,6
34,28,43,28,3,2,1,0
1,0,1,1,11,10,5,11
73,62,52,35,2,6,1,1
0,1,1,1,28,29,13,4
1,1,0,0,2,0,2,1
0,6,3,10,28,20,26,1
22,26,23,47,47,55,46,53
2,3,2,6,0,0,1,1
26,36,23,17,4,9,2,13
3,1,3,8,27,18,25,27
3,0,3,1,0,0,0,0
53,39,63,21,32,13,14,11
16,16,24,13,49,40,45,33
0,0,0,0,3,0,5,3
28,11,21,12,24,30,23,6
17,11,15,17,1,1,1,1
31,27,24,16,0,0,0,2
0,0,0,0,47,31,51,67
8,2,5,5,0,3,2,0
4,2,0,1,2,5,2,3
0,0,0,0,0,0,0,0
2,3,4,6,7,15,11,3
0,0,0,0,6,2,5,2
34,34,33,41,8,12,2,11
1,0,2,1,0,3,0,0
16,12,14,15,1,0,0,1
2,2,0,2,2,0,0,2
10,10,8,9,3,7,6,6
30,27,26,21,18,26,22,13
14,26,21,34,2,3,1,0
5,11,7,4,31,16,20,30
31,31,19,33,26,14,39,10
0,0,0,1,6,11,15,21
0,0,0,0,2,3,6,4
51,49,41,44,0,0,0,0
0,1,0,0,27,25,37,34
18,18,18,0,36,50,47,47
17,15,18,12,10,5,16,22
69,72,98,80,7,4,9,1
12,13,5,20,57,46,56,66
7,5,11,7,0,1,1,0
0,2,1,0,34,32,39,60
0,0,1,0,8,7,9,2
1,0,0,0,14,23,17,5
0,0,0,0,0,0,0,0
3,3,2,1,6,6,5,4
24,47,27,12,68,60,59,28
15,8,17,5,27,28,24,18
4,3,4,6,6,2,6,2
16,23,8,23,0,2,3,1
2,7,6,4,2,1,1,0
0,1,1,0,11,7,11,4
12,10,10,24,7,4,2,4
0,0,0,0,0,1,3,2
0,0,0,0,111,91,91,134
38,19,23,14,1,0,1,0
24,10,6,3,14,6,6,12
0,0,0,0,9,5,4,13
1,1,4,0,0,0,0,0
16,13,14,25,0,0,0,0
0,1,5,1,0,4,2,5
2,0,0,1,40,37,51,32
4,4,3,1,0,0,0,0
17,11,14,44,0,1,0,0
6,1,2,4,1,1,2,1
0,0,0,0,0,0,0,0
38,43,44,52,0,0,0,0
9,10,9,18,4,5,2,3
29,32,19,70,24,21,21,14
1,1,1,1,7,12,6,8
12,4,5,7,0,0,0,0
12,12,8,5,2,1,1,0
0,0,0,0,61,59,62,28
23,36,25,49,33,39,19,26
2,4,1,1,0,0,0,0
0,0,0,0,0,1,2,9
28,24,35,42,6,8,4,1
102,88,82,41,0,0,0,0
10,6,8,13,43,41,46,45
20,26,25,13,29,33,36,16
21,37,36,12,33,39,29,31
0,0,0,0,40,35,34,62
8,12,11,26,0,0,0,0
32,34,42,27,26,21,32,18
2,0,0,0,5,5,3,4
7,12,4,5,1,2,1,4
4,5,4,1,10,5,3,3
1,1,2,1,0,0,0,0
19,15,22,10,2,1,2,3
10,4,4,4,8,6,1,1
0,1,2,1,1,6,4,2
0,0,0,0,4,6,10,4
0,0,0,0,67,57,57,39
41,32,29,31,15,12,7,6
4,4,3,10,6,8,12,2
24,27,42,41,0,1,2,4
1,0,0,0,20,13,20,23
0,0,0,0,2,7,1,1
8,9,14,10,52,67,50,70
8,10,10,11,13,4,11,21
