"sim9_repl1_input","sim9_repl1_high","sim9_repl1_med","sim9_repl1_low","sim9_repl2_input","sim9_repl2_high","sim9_repl2_med","sim9_repl2_low"
12,8,9,11,26,26,28,52
0,0,0,0,11,13,9,5
31,38,37,28,10,7,13,5
8,6,7,17,2,2,3,4
4,4,5,0,5,11,9,21
12,6,18,19,2,1,0,1
26,18,16,19,26,30,21,8
1,1,2,0,21,19,22,2
43,56,51,6,0,0,0,0
3,3,3,6,9,10,12,4
26,31,26,25,8,6,12,1
6,2,2,3,19,35,35,6
3,3,1,2,15,11,11,20
1,4,2,5,30,34,25,4
7,6,8,4,15,17,22,32
4,2,4,0,2,1,1,1
0,3,3,5,0,0,0,0
21,20,15,24,0,0,0,0
53,53,82,20,7,9,5,0
55,61,51,61,0,0,0,0
35,32,25,9,1,3,1,1
0,0,0,0,0,0,0,0
35,35,28,30,0,0,0,0
24,14,15,7,25,26,23,18
7,20,9,9,81,84,76,8
97,97,70,59,16,14,20,2
0,0,0,0,8,4,4,2
0,0,0,0,10,7,5,6
1,0,1,0,13,9,10,21
1,3,3,10,9,7,13,3
74,80,70,29,31,33,43,40
32,39,56,18,30,22,42,32
7,5,8,10,0,0,0,0
18,22,17,24,10,9,9,4
25,15,26,3,8,6,10,7
13,7,18,30,28,32,31,164
23,16,28,1,3,4,5,2
56,40,56,58,4,4,3,2
4,2,2,1,30,26,36,34
3,2,5,6,1,2,3,3
41,44,31,12,0,0,0,0
17,11,12,1,1,0,0,3
3,2,2,1,73,63,82,40
0,0,0,0,0,0,0,0
0,3,2,1,8,11,14,6
4,4,3,1,10,14,6,22
89,83,114,192,2,2,3,1
0,0,0,0,1,0,1,0
2,4,3,1,30,26,32,43
39,43,38,23,9,3,10,6
0,0,0,0,4,5,3,3
9,8,6,11,0,3,1,3
0,0,0,0,5,3,3,7
70,65,86,37,1,0,1,0
9,7,4,5,0,0,0,0
77,63,75,97,18,12,17,13
18,14,13,28,39,39,37,39
7,10,14,0,21,18,25,2
5,6,11,3,0,1,0,2
2,0,1,1,0,0,0,0
5,5,6,0,10,9,7,9
11,5,13,5,66,62,78,115
35,48,58,39,17,12,27,34
23,22,28,12,5,6,1,15
4,8,3,4,7,5,6,3
3,4,3,7,14,28,22,66
15,18,15,12,40,34,38,16
41,41,53,45,25,29,23,48
0,0,1,1,0,0,0,0
10,17,14,21,1,0,0,2
6,16,12,4,12,8,11,9
1,4,2,0,4,8,3,2
0,0,0,0,37,41,35,85
29,41,36,34,9,12,10,11
0,0,0,0,0,0,0,0
16,14,28,1,0,0,0,0
23,22,15,46,20,19,18,5
0,0,0,0,15,14,15,18
9,9,8,22,6,8,5,7
4,3,2,0,64,45,75,68
9,5,12,16,17,11,11,46
4,2,3,4,31,31,33,140
0,0,1,0,2,2,4,2
52,76,60,4,20,22,14,28
41,46,47,35,0,1,0,3
0,0,0,0,0,3,1,7
0,0,0,0,0,0,0,0
39,43,35,16,0,0,0,0
12,12,5,3,3,3,4,8
0,0,0,0,13,11,17,16
0,0,0,0,51,50,39,58
2,0,4,0,13,16,16,22
0,0,0,0,0,0,2,0
0,0,0,1,11,10,9,8
27,28,24,33,5,2,2,2
19,16,24,48,8,9,7,42
7,11,10,15,3,3,4,3
0,1,1,0,3,2,2,0
23,19,18,7,1,1,0,0
18,14,20,19,26,20,30,56
8,21,14,4,2,3,0,3
5,6,2,1,0,0,0,0
28,31,23,26,15,8,8,5
35,36,36,60,20,28,41,28
18,22,10,13,11,9,13,12
9,14,10,7,31,38,34,47
0,0,0,0,15,20,11,9
4,3,2,2,108,101,105,74
20,31,27,62,1,4,3,9
30,39,40,31,8,16,15,15
0,0,0,0,16,10,9,2
8,11,13,4,13,17,16,33
41,39,34,2,5,4,8,1
4,5,7,0,1,2,1,3
6,20,9,17,32,22,26,3
6,5,6,11,56,57,47,158
5,3,7,0,50,56,56,46
0,1,0,0,37,22,22,67
44,31,52,55,39,57,33,30
0,0,0,0,9,12,12,14
36,49,45,51,76,91,70,38
18,32,24,31,4,6,2,0
1,1,9,6,31,15,26,22
8,13,13,8,19,14,14,38
1,0,0,0,4,1,6,6
2,1,0,3,54,66,61,72
21,23,18,19,32,26,44,32
4,10,6,9,37,39,42,6
8,4,3,12,0,0,1,0
6,7,6,2,8,5,13,3
13,18,14,6,0,0,0,0
5,2,4,3,0,1,3,0
47,47,51,119,0,0,0,0
0,0,0,0,1,1,0,0
0,0,0,0,3,9,7,3
5,7,4,9,4,4,1,5
3,3,1,1,13,21,17,5
58,51,40,37,0,2,0,2
19,19,17,5,5,1,0,0
6,10,5,6,15,20,18,20
1,0,1,3,1,3,1,0
11,15,16,17,7,6,6,10
34,50,27,15,0,0,0,0
7,5,1,2,8,10,18,30
69,70,64,114,0,0,0,2
72,74,67,36,99,89,78,126
8,9,10,16,2,3,4,5
4,7,5,12,23,20,40,29
0,0,0,0,22,12,28,8
21,19,26,30,12,11,16,6
13,10,13,8,2,4,2,2
4,7,6,3,0,0,0,0
0,0,0,0,4,3,4,2
74,53,64,19,7,8,5,1
3,7,5,1,5,5,8,7
27,20,20,31,28,26,39,90
4,1,0,2,0,0,0,0
11,18,8,27,11,6,9,5
22,21,21,24,1,1,0,1
8,5,9,3,2,7,6,4
