"sim12_repl1_input","sim12_repl1_high","sim12_repl1_med","sim12_repl1_low","sim12_repl2_input","sim12_repl2_high","sim12_repl2_med","sim12_repl2_low"
9,9,12,0,17,25,26,26
0,0,0,0,19,13,10,13
38,37,47,2,7,6,4,7
9,9,11,7,6,2,3,1
3,5,3,2,9,12,5,6
9,12,20,11,0,0,1,4
13,22,23,59,21,28,26,11
1,3,1,2,16,16,30,28
49,50,63,6,0,0,0,0
2,4,6,20,7,8,8,19
18,27,22,52,6,9,1,4
7,4,4,4,26,26,22,3
5,2,9,1,13,12,9,16
3,0,0,3,39,32,26,32
9,3,8,6,16,22,16,10
2,2,2,9,3,5,1,1
6,0,2,3,0,0,0,0
19,15,13,14,0,0,0,0
52,70,51,63,5,6,4,8
56,64,59,19,1,2,0,0
20,27,40,34,2,0,1,1
0,0,0,0,0,0,0,0
38,32,21,11,0,0,0,0
20,23,13,5,16,22,30,24
6,15,10,24,74,83,108,85
70,76,83,27,19,17,20,37
0,0,0,0,4,10,1,0
0,0,0,0,8,2,6,14
2,0,3,0,15,9,7,22
2,2,2,3,10,7,10,5
73,91,86,48,48,34,37,41
35,31,43,102,44,48,29,45
13,6,12,3,0,0,0,0
19,25,20,21,9,7,10,4
18,13,18,1,9,8,11,7
10,8,10,12,30,29,38,73
15,17,34,16,2,6,2,0
58,41,41,119,1,4,3,5
2,3,1,3,36,39,40,15
5,3,1,4,1,0,0,2
44,53,43,10,0,0,0,0
11,13,7,1,3,1,0,1
1,1,1,1,62,63,84,0
0,0,0,0,0,0,0,0
0,1,0,0,17,7,10,14
1,2,1,2,16,10,11,9
115,103,104,125,3,0,3,11
0,0,0,0,0,1,0,0
1,2,7,3,25,27,31,109
33,48,40,100,3,9,6,2
0,0,0,0,5,7,4,4
6,10,7,4,1,3,2,1
1,0,1,0,7,4,3,3
74,62,81,178,2,1,0,0
5,3,11,8,0,0,0,0
72,52,60,53,15,13,12,49
19,10,14,45,39,32,48,15
11,13,16,8,10,15,16,33
10,7,2,6,0,0,1,0
0,3,1,1,0,1,0,0
3,6,6,10,12,5,23,3
5,10,6,7,65,72,63,96
50,25,42,104,19,11,13,17
19,30,26,28,5,5,5,2
2,5,3,15,11,11,9,3
1,2,0,1,28,21,34,5
21,18,22,7,31,30,35,10
50,47,26,75,22,34,33,20
1,1,0,1,0,0,0,0
22,15,18,25,0,1,0,0
14,11,8,15,6,9,8,1
4,3,4,7,4,6,5,1
0,0,0,0,30,40,36,3
36,41,48,59,5,11,14,8
0,0,0,0,0,0,0,0
21,24,28,35,0,1,0,0
17,29,24,13,16,20,13,6
0,0,0,0,9,13,7,3
7,14,8,8,2,8,11,8
4,2,10,5,55,67,77,172
6,8,5,9,9,11,17,3
7,2,2,1,52,33,43,18
0,1,1,0,2,0,6,1
70,57,62,69,13,25,11,2
37,30,44,54,1,0,2,3
0,0,0,1,2,5,4,0
0,0,0,0,0,0,0,0
37,38,55,25,0,0,0,0
6,8,4,0,1,1,1,4
0,1,0,0,13,25,19,1
0,0,0,0,47,49,43,13
2,0,1,1,11,9,8,10
0,0,0,0,1,0,2,1
1,0,0,0,9,6,10,22
17,27,26,4,0,1,3,1
31,10,11,18,10,12,10,7
10,16,12,19,5,2,2,6
0,1,1,3,7,2,2,3
25,21,18,2,1,0,0,1
14,18,19,27,27,24,36,14
17,9,14,13,6,3,1,3
2,5,2,2,0,0,0,1
21,20,30,10,9,9,11,3
43,41,46,14,34,41,30,56
21,19,20,2,7,14,8,18
11,19,11,2,44,42,32,13
0,0,0,1,19,13,16,24
5,2,1,7,83,108,82,87
20,31,15,21,1,3,3,9
42,45,37,40,5,4,14,21
0,0,0,0,11,8,5,10
6,12,3,6,19,15,20,4
55,55,39,73,3,5,5,10
6,5,1,5,0,0,1,1
12,15,7,7,27,24,19,54
9,6,6,6,63,44,58,149
1,8,5,8,63,39,61,193
0,1,0,0,26,24,39,62
41,49,29,46,37,41,39,15
0,0,0,0,12,9,9,15
35,33,43,37,80,95,87,128
27,22,20,54,7,6,5,4
5,2,2,9,23,21,27,5
17,15,5,23,10,12,5,6
0,0,0,0,3,8,11,10
1,1,0,2,58,53,73,19
18,23,23,16,46,46,45,23
10,12,12,13,30,29,35,127
10,5,5,6,0,0,0,0
6,6,6,7,8,8,9,8
20,28,20,12,0,0,0,0
4,5,8,5,0,0,1,0
38,49,60,15,0,0,0,0
0,0,0,0,1,0,3,0
0,0,0,0,7,7,6,7
5,5,7,0,5,9,7,5
2,2,2,6,14,25,29,34
43,51,75,32,1,2,1,2
18,17,17,38,5,4,7,8
8,6,7,7,12,23,20,26
1,0,1,1,2,1,2,0
24,9,20,19,9,5,9,5
43,25,53,38,0,1,3,1
4,5,3,4,17,10,14,19
68,79,59,65,0,0,1,0
65,65,58,102,98,105,98,100
13,9,16,14,7,0,2,7
5,11,6,8,29,31,31,8
0,0,0,0,20,27,15,17
16,24,21,31,18,17,18,45
17,13,12,48,4,1,1,1
8,10,8,6,0,0,0,0
0,0,0,0,5,2,1,0
54,93,52,24,4,10,5,8
3,6,3,2,3,4,4,1
21,22,31,12,19,26,32,77
0,2,3,1,0,0,0,0
15,15,8,23,4,5,6,7
29,22,21,17,4,2,3,1
9,7,5,10,4,7,5,6
5,6,3,2,26,22,29,58
6,8,13,15,36,35,28,20
34,31,35,20,19,20,12,18
34,21,34,18,14,13,7,3
1,2,3,2,29,15,15,19
29,18,39,5,51,27,33,44
6,5,4,12,0,0,0,0
1,2,2,0,0,0,0,0
6,6,7,7,0,2,2,2
3,1,2,0,1,2,0,1
0,0,3,2,47,47,53,109
2,2,2,7,6,4,5,4
