"sim3_repl1_input","sim3_repl1_high","sim3_repl1_med","sim3_repl1_low","sim3_repl2_input","sim3_repl2_high","sim3_repl2_med","sim3_repl2_low"
13,5,9,23,15,23,24,8
0,0,0,0,5,17,16,6
41,32,31,29,7,9,11,23
5,9,8,6,4,2,1,4
4,6,2,3,8,4,12,3
16,11,13,4,0,1,2,0
17,19,20,46,23,24,17,3
1,0,0,2,24,23,24,68
54,62,43,23,0,0,0,0
2,4,1,1,11,7,4,9
30,36,20,1,11,10,9,2
1,3,1,1,24,28,24,20
6,4,8,5,5,16,8,22
2,2,1,0,30,42,30,16
8,13,9,5,17,20,17,23
4,1,4,2,1,0,4,2
1,4,5,2,0,0,0,0
16,18,15,19,0,0,0,0
63,55,46,27,3,5,7,4
66,66,56,49,0,0,0,1
27,30,35,49,0,0,0,0
0,0,0,0,0,1,0,0
31,38,16,22,0,0,0,0
19,14,24,33,28,15,12,0
18,16,8,12,90,73,87,73
102,93,86,112,18,11,19,13
0,0,0,0,7,6,10,5
0,0,0,0,6,8,7,4
2,0,3,0,10,8,13,6
1,3,4,0,10,10,6,10
69,96,64,14,38,36,39,19
43,27,39,74,44,34,41,68
14,9,10,13,0,0,0,0
26,22,29,16,5,5,3,8
21,21,14,34,10,9,5,13
8,5,9,11,31,28,41,26
29,33,22,18,3,3,2,4
54,43,50,29,3,3,3,6
1,4,5,1,30,26,41,32
2,8,3,2,3,2,5,5
40,41,45,27,0,0,0,0
8,12,11,13,0,1,0,0
2,2,4,1,72,68,74,408
0,0,0,0,0,0,0,0
3,1,1,4,6,10,7,0
1,3,4,2,9,14,11,1
111,80,116,28,6,3,4,2
0,0,0,0,0,1,0,0
2,2,5,0,41,30,24,28
46,32,51,12,9,9,6,4
0,0,0,0,2,0,1,7
5,9,6,9,3,3,2,0
0,1,0,0,4,7,2,6
78,70,66,121,3,0,0,6
5,4,7,26,0,0,0,0
62,72,68,27,18,24,17,17
18,22,15,19,31,37,36,37
11,11,12,19,16,7,17,32
6,6,9,1,0,1,0,0
0,0,0,2,0,0,0,0
5,4,4,2,10,12,12,3
8,12,18,3,61,64,75,83
43,44,38,110,19,19,16,2
26,28,28,44,3,4,2,14
2,0,2,2,6,7,13,9
1,0,1,1,30,21,36,8
24,24,13,35,30,27,37,35
39,37,65,16,25,38,24,4
1,1,0,1,0,0,0,0
16,13,11,21,0,1,0,5
14,14,12,22,16,5,10,12
3,4,1,0,4,8,6,21
0,0,0,0,35,32,32,24
45,43,51,25,13,11,18,4
0,2,0,0,0,0,0,0
22,14,19,19,0,0,0,0
17,23,19,22,20,14,25,22
0,0,0,0,13,13,13,8
4,13,6,1,13,6,5,3
9,2,2,0,65,62,69,32
11,7,11,4,10,13,15,9
3,4,3,0,30,20,36,70
0,1,0,0,0,2,3,0
63,76,62,65,16,25,18,15
43,35,42,32,1,1,1,0
1,0,1,0,2,1,3,0
0,0,0,0,0,0,0,0
36,40,38,61,0,0,0,0
7,6,10,11,4,0,3,2
0,0,0,0,19,17,23,11
0,0,0,0,57,39,44,38
1,2,1,1,17,21,13,2
0,0,0,0,1,1,0,0
0,0,0,0,11,18,10,15
25,33,36,19,3,1,1,4
30,13,28,33,6,10,10,14
12,9,6,2,5,2,4,7
1,2,1,0,0,3,2,6
25,19,21,16,3,1,2,3
18,17,16,15,36,18,13,26
11,7,14,14,2,1,3,3
4,5,7,4,0,0,0,0
25,19,35,3,12,15,10,12
44,41,42,70,41,37,27,40
24,15,14,5,15,10,14,8
11,12,11,0,34,36,32,50
0,1,0,0,17,22,10,10
3,4,5,6,93,85,104,18
16,25,18,3,4,8,1,9
49,37,29,154,10,12,7,30
0,0,0,0,7,4,9,16
9,9,7,7,13,15,17,2
55,42,53,43,8,8,10,11
3,7,5,2,1,1,2,0
12,16,15,1,26,26,21,21
9,6,9,26,57,50,50,49
6,2,7,2,53,45,49,24
1,0,1,0,19,24,26,7
38,40,42,17,34,50,41,52
0,0,0,0,9,13,10,1
37,34,38,72,87,96,67,120
22,17,22,25,7,5,8,10
7,3,1,5,29,23,26,1
8,6,3,7,9,14,5,22
0,0,0,0,3,7,5,11
0,2,1,0,64,61,59,12
20,15,17,47,53,51,38,185
9,8,6,7,28,25,39,16
10,7,10,7,0,1,0,0
11,2,3,11,8,6,5,23
21,15,21,0,0,0,0,0
4,8,5,1,0,1,1,2
53,67,50,13,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3,5,6,2
3,3,4,1,5,0,3,0
1,2,2,4,22,25,31,7
47,55,51,10,0,1,2,2
15,14,7,7,3,3,3,3
5,11,3,9,19,25,11,25
2,0,0,1,2,2,0,1
19,7,21,9,9,1,7,1
40,39,42,67,1,0,0,1
4,5,1,1,17,11,9,19
68,58,60,30,0,0,0,0
52,64,47,43,81,105,92,26
14,12,9,11,3,2,1,1
5,5,4,3,11,37,21,3
0,0,0,0,27,21,21,0
21,29,15,28,13,15,17,11
13,9,15,9,2,4,1,0
8,11,6,6,0,0,0,0
0,0,0,0,5,0,2,0
93,88,50,88,9,7,3,5
2,2,8,4,8,9,8,7
22,19,15,24,17,37,20,15
2,2,2,5,0,0,0,0
19,6,15,14,10,12,7,6
24,24,27,7,2,1,0,4
6,10,6,7,3,2,4,1
3,4,3,12,40,30,26,35
5,8,11,8,28,21,29,4
30,46,41,26,12,15,15,35
23,27,27,36,13,13,16,15
1,0,2,2,18,14,18,24
29,29,22,18,36,33,49,19
3,8,1,0,0,0,0,0
0,0,0,0,0,0,0,0
9,11,6,5,4,1,6,0
2,3,2,1,2,1,0,1
1,1,3,1,44,29,51,34
5,0,2,6,11,3,7,5
43,50,43,21,15,17,15,9
28,30,29,20,42,31,42,61
2,2,2,5,39,45,41,30
0,0,0,0,17,12,6,15
6,13,12,7,37,53,46,5
0,0,0,0,24,24,13,22
80,72,59,147,23,19,16,27
11,8,6,1,0,0,0,0
10,10,8,13,0,0,0,0
