"sim15_repl1_input","sim15_repl1_high","sim15_repl1_med","sim15_repl1_low","sim15_repl2_input","sim15_repl2_high","sim15_repl2_med","sim15_repl2_low"
15,6,12,7,19,24,25,9
0,0,0,0,8,17,21,4
32,38,36,43,7,9,9,12
8,7,10,2,2,2,1,2
2,4,1,4,12,11,6,2
12,10,11,11,1,3,0,2
18,10,31,18,35,19,28,16
2,1,1,1,22,19,24,29
43,54,57,89,0,0,0,0
9,5,12,1,12,11,9,10
21,16,38,47,13,8,8,2
6,1,4,5,31,38,22,33
4,4,1,3,10,12,7,4
0,2,1,5,25,33,28,46
2,7,7,7,20,14,19,1
3,6,3,2,0,1,2,1
3,3,2,1,0,0,0,0
12,21,22,1,0,0,0,0
56,46,57,38,5,4,4,3
60,59,66,168,1,1,1,1
29,34,34,28,1,1,1,2
0,0,0,0,0,1,0,1
37,39,22,38,0,0,0,0
20,16,26,13,24,33,23,13
12,15,16,5,89,67,90,70
81,70,93,32,19,33,18,11
0,0,0,0,6,6,6,0
0,0,0,0,11,11,7,17
3,0,0,0,11,10,11,13
3,3,2,3,8,7,7,3
75,61,68,79,38,35,35,9
38,37,17,31,31,45,24,16
8,10,5,9,0,0,0,0
22,22,14,19,5,11,8,20
24,20,14,2,10,14,4,2
13,6,11,4,41,35,39,25
24,21,21,31,3,3,2,9
62,53,47,30,3,4,1,9
0,4,5,1,48,42,39,1
2,4,4,7,3,3,0,1
44,46,44,113,0,0,2,0
11,13,10,1,0,0,1,0
1,1,3,0,86,74,62,65
0,0,0,0,0,0,0,0
0,3,1,7,7,4,10,10
0,4,1,2,21,13,14,5
112,91,104,94,5,3,5,6
0,0,0,0,0,2,3,3
1,4,2,0,42,17,32,48
45,29,34,8,5,3,5,11
0,0,0,0,5,3,2,2
9,10,5,13,1,2,1,2
0,2,0,2,6,5,4,7
61,49,72,89,2,0,2,0
8,5,7,6,0,0,0,0
57,65,54,2,16,20,13,20
13,24,20,38,50,28,35,21
14,6,9,0,17,16,13,44
13,5,8,13,0,0,0,1
1,0,0,1,0,0,1,0
7,5,6,4,7,11,11,22
10,2,11,1,57,61,81,219
43,43,41,204,16,21,18,7
29,26,21,27,4,2,2,2
0,4,0,3,9,6,4,13
1,4,2,5,32,36,20,8
19,22,17,3,24,40,26,54
45,41,52,112,30,25,25,60
0,1,1,0,0,0,0,0
14,16,10,42,0,0,0,0
9,12,13,0,7,9,9,14
3,2,3,4,4,2,8,11
0,0,0,0,36,30,38,59
34,43,46,82,5,13,6,5
0,0,0,0,0,0,0,0
22,23,20,11,2,0,0,0
12,27,23,6,29,9,26,53
0,0,0,0,15,11,13,8
9,7,8,1,6,6,5,7
5,5,2,0,74,55,64,8
5,8,10,2,13,8,15,16
6,4,1,1,32,23,44,27
0,0,1,0,2,2,5,0
65,67,47,21,17,15,21,20
28,21,45,16,1,1,1,2
1,0,1,1,1,3,2,0
0,0,0,0,0,0,0,0
50,38,45,52,0,0,0,0
8,8,10,7,1,1,4,9
0,0,0,1,13,21,29,9
0,0,0,0,42,49,43,29
1,4,3,0,18,11,15,15
0,0,0,0,0,2,0,4
0,0,0,0,13,15,15,26
32,30,22,9,2,2,1,2
19,29,14,31,10,11,8,5
10,9,7,5,6,5,2,0
2,2,0,2,4,5,4,2
26,30,21,13,0,2,5,1
13,4,18,26,26,25,27,18
11,10,9,1,2,1,4,0
4,3,1,4,0,0,0,0
32,24,36,11,5,13,5,29
43,38,46,51,32,16,30,69
21,23,14,2,11,11,15,13
16,9,9,18,36,41,35,15
