"sim19_repl1_input","sim19_repl1_high","sim19_repl1_med","sim19_repl1_low","sim19_repl2_input","sim19_repl2_high","sim19_repl2_med","sim19_repl2_low"
7,15,8,13,20,21,28,5
0,0,0,0,15,11,19,1
29,35,41,6,16,10,11,3
2,9,6,0,2,2,3,7
5,2,2,8,12,9,13,1
14,13,17,17,1,0,0,1
21,20,30,9,25,23,24,9
0,0,1,1,16,6,24,76
52,46,62,11,0,0,0,0
4,3,4,8,8,7,8,5
24,18,26,7,10,4,8,17
1,3,3,3,20,21,31,53
4,2,9,1,16,11,8,10
3,3,1,0,32,35,31,15
16,13,6,9,14,16,17,7
4,3,1,3,4,3,3,1
3,3,2,2,0,0,0,0
16,26,20,3,0,0,0,0
66,74,60,12,8,5,6,0
74,72,54,56,0,0,1,0
26,25,31,12,2,0,0,1
0,0,0,0,0,0,0,0
44,29,25,96,0,0,0,0
22,16,16,15,21,13,28,32
17,26,12,14,78,91,85,145
107,95,80,202,15,30,17,50
0,0,0,0,9,5,0,2
0,0,0,0,6,7,10,18
2,1,2,0,9,10,6,9
1,3,1,4,15,11,3,1
71,71,57,69,31,33,38,60
38,31,43,75,31,31,26,29
8,9,6,6,0,0,0,0
16,18,16,17,5,6,12,29
10,23,13,45,8,5,8,30
13,9,8,24,45,34,38,40
24,16,12,59,3,2,3,0
60,64,49,25,2,1,5,2
0,4,4,1,31,29,38,48
2,3,4,0,1,3,0,4
48,36,26,23,0,0,0,0
8,14,14,21,0,1,1,2
1,2,3,7,82,100,74,53
0,0,0,0,0,0,0,0
3,2,1,0,11,10,8,9
1,4,3,0,11,11,8,3
100,104,88,65,1,1,2,2
0,0,0,0,2,1,1,2
4,4,6,3,37,27,35,17
42,36,52,53,9,8,6,6
0,0,0,0,3,6,6,6
11,10,11,5,1,4,2,2
0,0,0,0,8,5,4,2
70,73,71,41,0,0,0,0
5,4,8,31,0,0,0,0
75,54,72,63,21,23,14,22
16,13,11,27,27,28,39,23
5,5,16,17,17,20,25,18
6,9,3,16,0,0,0,0
1,0,0,0,0,0,0,0
5,7,3,1,10,5,8,7
11,6,8,2,69,69,59,37
45,47,42,20,16,18,24,24
23,17,18,10,7,7,2,7
4,3,6,3,5,5,5,11
4,2,0,3,22,15,37,33
18,16,23,27,40,27,32,24
39,43,51,55,32,22,35,15
0,1,1,2,0,0,0,0
17,12,15,21,2,1,0,1
12,9,4,1,7,11,9,6
5,2,2,8,8,0,6,6
1,0,0,0,45,31,44,44
35,35,46,6,7,8,10,12
0,0,0,0,0,0,0,0
15,20,20,3,0,0,0,0
32,13,23,24,17,16,18,2
0,0,0,0,7,16,10,23
8,15,7,7,6,10,3,7
6,2,3,0,69,67,55,55
11,6,11,5,14,8,24,2
6,7,3,2,43,36,31,18
0,0,0,0,1,1,3,2
64,47,45,64,24,15,13,23
46,27,37,25,1,0,0,0
1,0,0,0,2,2,3,0
0,0,0,0,0,0,0,0
46,40,43,15,0,0,0,0
7,7,7,4,4,3,5,1
0,1,0,0,14,18,20,11
0,0,0,0,57,52,50,27
0,0,0,1,17,21,16,5
0,0,0,0,0,1,0,1
1,0,2,1,15,16,7,0
27,33,39,4,0,1,2,2
23,26,13,44,9,5,5,10
11,10,11,18,1,4,2,0
0,1,1,0,1,5,3,8
13,27,23,16,0,0,0,1
8,11,15,2,30,26,23,10
11,9,10,19,3,2,3,1
4,2,5,3,1,0,1,0
26,17,26,10,12,11,12,2
55,34,43,65,27,37,30,43
13,29,21,5,10,8,8,18
15,10,7,5,31,48,37,27
0,0,0,0,20,19,25,8
6,4,0,9,80,77,104,156
21,34,24,30,1,2,2,1
51,40,30,40,8,7,6,6
0,0,0,0,6,8,3,4
7,11,8,21,9,18,20,25
50,42,53,32,2,8,6,1
8,5,6,0,3,0,0,2
13,16,12,9,40,27,25,22
8,3,9,1,54,51,51,79
1,3,4,4,48,56,59,25
0,0,0,0,32,28,46,38
46,55,34,56,45,43,49,20
0,0,0,0,9,14,14,13
42,40,49,74,77,100,91,17
14,23,26,14,5,2,2,10
3,2,1,0,34,28,23,42
7,13,8,13,12,19,11,8
1,0,0,0,8,10,4,5
2,0,1,1,60,47,64,46
20,22,17,15,36,33,45,24
11,3,5,4,35,27,34,20
6,9,4,2,0,0,0,0
6,5,10,2,15,8,10,16
22,14,20,7,0,0,0,0
7,11,7,1,0,1,1,0
59,39,45,42,0,0,0,0
0,0,0,0,1,1,1,0
0,0,0,0,6,13,7,5
8,4,4,8,2,2,1,3
6,1,1,5,16,27,30,51
39,48,71,21,2,0,2,1
12,16,7,7,6,4,3,2
5,6,9,15,13,12,21,10
0,0,2,0,1,2,1,4
20,15,18,7,12,3,16,2
34,35,41,33,1,0,1,0
1,3,2,6,20,13,6,27
61,61,67,39,1,0,0,0
73,49,58,23,104,102,102,58
17,22,10,6,4,2,2,2
3,1,1,3,29,27,28,14
0,0,0,0,16,16,18,1
20,28,22,23,12,7,14,1
9,12,12,5,1,2,2,1
11,8,9,21,0,0,0,0
0,0,0,0,3,3,1,1
70,67,61,37,5,7,4,0
7,6,9,0,4,5,0,1
14,26,22,4,23,26,22,40
1,2,2,0,0,0,0,0
20,20,17,33,10,12,8,3
18,18,26,0,1,0,1,1
8,7,8,13,5,4,6,7
3,1,5,8,34,32,36,30
8,5,4,14,23,27,28,3
31,33,30,54,11,16,13,27
28,23,22,89,9,12,13,2
2,0,2,1,16,17,22,8
29,33,22,30,41,53,21,24
4,4,6,6,1,0,0,0
0,0,0,5,0,0,0,0
9,8,8,6,2,4,0,0
1,5,3,0,1,2,2,2
1,0,2,1,42,40,37,18
0,1,1,1,11,3,5,2
47,43,45,9,22,16,12,12
29,34,19,7,45,36,39,49
3,0,2,2,50,66,40,5
0,0,0,0,17,7,9,1
5,12,10,14,51,49,44,9
0,0,0,0,18,19,23,48
77,55,101,158,20,15,23,9
5,8,5,9,0,1,0,0
9,13,15,6,0,0,0,0
2,5,2,1,54,77,50,175
8,11,7,3,30,29,21,2
19,26,24,3,0,0,0,0
28,37,41,73,12,6,11,9
16,16,10,37,8,1,3,0
11,5,6,4,0,0,0,0
11,9,2,24,0,0,0,0
0,0,0,0,42,36,34,19
21,18,10,2,19,22,24,22
0,1,1,1,0,0,0,0
0,0,0,0,1,0,1,0
1,0,0,2,23,20,17,5
0,0,0,1,0,0,0,0
2,0,1,0,4,11,6,4
0,1,0,0,4,2,4,9
9,11,10,12,4,2,4,5
20,18,10,15,18,21,22,16
1,2,2,11,7,6,1,0
2,2,4,2,0,0,0,0
4,9,5,2,5,8,3,4
13,15,13,12,30,34,34,79
1,1,1,1,2,4,3,0
1,2,2,0,0,1,1,2
18,14,21,31,2,2,3,1
4,6,5,6,6,8,15,10
7,6,3,22,21,16,22,11
8,7,21,1,12,13,10,1
0,0,0,0,1,0,1,3
61,45,66,23,15,12,12,42
48,43,29,30,20,16,11,25
1,0,1,2,9,10,8,13
0,0,0,0,7,8,6,0
38,23,41,3,13,8,10,10
0,0,0,0,52,62,65,16
29,26,34,14,5,6,3,1
81,95,94,72,4,16,15,3
35,26,30,31,1,2,3,1
1,0,2,1,5,14,5,4
74,61,64,108,4,0,4,3
1,1,3,1,20,22,30,15
5,0,2,3,1,3,4,3
3,3,1,5,22,32,18,19
31,34,23,35,45,62,40,24
1,4,0,4,3,3,2,1
22,27,25,4,8,10,13,10
2,2,1,0,18,14,12,31
2,3,0,2,0,0,0,0
37,49,58,9,16,16,17,45
12,18,19,15,49,49,40,17
0,0,0,0,3,2,6,2
37,24,26,1,23,22,32,8
11,23,12,3,0,0,1,0
15,23,23,46,0,0,0,0
0,0,0,0,52,35,42,11
5,11,2,4,0,0,0,0
2,3,1,0,3,2,3,0
0,0,0,0,0,0,0,0
4,1,5,0,10,5,7,8
0,0,0,0,4,4,5,2
25,35,33,57,10,6,13,0
0,0,2,2,0,2,3,0
10,13,15,19,1,0,0,0
1,5,4,0,0,2,0,1
