"sim23_repl1_input","sim23_repl1_high","sim23_repl1_med","sim23_repl1_low","sim23_repl2_input","sim23_repl2_high","sim23_repl2_med","sim23_repl2_low"
12,16,13,14,18,19,23,40
0,0,0,0,20,9,19,10
37,37,42,5,11,11,13,19
11,3,6,3,5,3,3,4
4,0,6,1,11,13,10,12
11,11,9,9,0,1,0,0
17,21,17,10,25,24,22,10
1,2,0,0,27,16,19,62
51,50,63,46,0,0,0,0
7,4,7,2,9,9,6,12
24,25,28,6,8,6,12,2
1,2,2,3,19,38,18,10
6,7,2,5,11,18,14,17
6,4,0,2,46,50,36,30
8,9,9,3,24,14,18,1
2,3,0,2,0,4,2,2
5,3,4,1,0,0,0,0
19,16,11,31,0,0,0,0
48,60,53,35,9,5,5,14
48,54,71,24,0,0,1,2
41,29,27,35,2,0,0,0
0,0,0,0,0,0,2,0
34,32,36,8,0,0,0,0
12,22,14,13,15,29,19,7
12,14,9,20,92,119,93,117
81,91,95,139,17,17,13,4
0,0,0,0,6,3,4,1
0,0,0,0,9,8,1,2
2,0,0,1,12,14,4,4
1,1,2,7,4,11,9,6
67,66,92,79,32,39,35,26
34,50,38,20,31,31,39,9
7,10,4,29,0,0,0,0
23,24,26,9,7,10,7,7
15,16,23,28,4,3,7,3
11,8,4,11,28,51,31,10
23,23,26,6,0,2,4,0
47,60,42,99,3,6,3,0
3,1,2,6,32,43,25,101
7,7,4,0,2,2,4,3
45,36,34,7,0,0,0,0
9,9,9,0,0,0,0,0
0,0,2,2,89,70,69,40
0,1,0,0,0,0,0,0
3,1,2,2,8,12,9,12
3,6,8,4,14,9,14,2
96,97,90,68,0,4,7,0
0,0,0,0,3,2,2,1
1,5,4,4,30,30,29,60
49,29,33,71,11,6,11,2
0,0,0,0,5,9,5,2
9,13,6,7,3,2,5,1
1,1,1,2,8,2,5,7
69,80,58,15,0,0,1,1
7,8,10,3,0,0,0,0
67,67,68,86,21,6,17,12
17,16,10,9,33,36,41,92
6,12,5,5,12,19,12,7
11,6,8,17,0,0,0,0
0,1,0,0,1,0,0,0
6,4,6,3,10,8,23,23
7,9,5,6,67,70,75,31
41,43,50,25,11,6,17,30
26,12,19,36,4,2,5,2
1,4,4,5,9,10,4,13
3,4,4,0,25,20,27,15
22,13,12,15,34,36,31,41
44,41,52,53,36,35,28,21
1,0,0,0,0,0,0,0
15,12,13,3,1,0,1,0
12,7,17,7,7,6,5,41
3,1,5,5,2,7,2,4
0,0,0,0,43,48,45,32
40,33,49,19,7,7,12,26
1,0,0,0,0,0,0,0
20,22,25,14,0,0,0,1
20,18,30,23,16,30,21,15
0,0,0,0,20,15,12,6
10,11,9,11,6,6,8,17
2,3,4,4,60,75,57,27
10,8,12,10,12,15,16,38
4,6,10,6,34,33,41,29
0,0,0,0,3,6,4,2
58,49,71,12,17,12,25,13
42,31,39,16,0,2,0,2
1,0,0,0,1,0,2,1
0,0,0,0,0,0,0,0
40,38,59,16,0,0,0,0
8,7,7,3,1,2,4,1
0,0,0,0,9,17,17,10
0,0,0,0,39,50,52,24
1,1,0,0,15,13,11,24
0,0,0,0,2,1,0,3
0,0,0,0,10,9,11,11
21,26,26,14,0,4,1,2
32,20,24,9,8,7,8,5
10,2,8,3,2,1,5,2
3,2,4,1,1,3,0,1
21,12,29,26,0,0,2,0
15,19,12,17,31,24,25,34
12,3,16,5,3,4,2,1
8,6,0,4,0,0,1,1
27,25,28,15,12,12,8,2
31,30,50,9,41,40,22,35
22,20,16,21,6,7,10,8
12,8,9,2,26,43,27,70
0,0,0,0,16,17,15,11
6,1,1,3,82,109,107,139
27,26,19,36,1,6,3,1
43,57,35,10,10,17,10,18
0,0,0,0,9,11,12,1
15,6,12,6,23,23,19,6
47,32,51,34,6,3,12,25
3,3,6,1,1,2,0,0
14,13,14,33,14,25,15,17
6,13,9,0,52,49,66,53
3,5,4,1,55,49,55,29
0,0,1,1,28,29,25,13
47,25,52,40,41,42,31,93
0,0,0,0,10,16,12,4
41,40,50,70,85,76,81,147
14,17,28,27,4,4,2,3
