"sim4_repl1_input","sim4_repl1_high","sim4_repl1_med","sim4_repl1_low","sim4_repl2_input","sim4_repl2_high","sim4_repl2_med","sim4_repl2_low"
13,14,11,4,25,23,28,28
0,0,0,0,11,15,17,4
38,51,36,23,7,12,10,33
8,6,13,8,1,2,2,1
4,1,5,10,11,10,13,3
13,12,14,26,2,1,1,0
18,26,13,6,29,18,22,41
2,0,0,0,18,22,28,11
52,46,65,22,0,0,0,0
5,3,4,11,9,11,6,6
27,25,27,26,5,5,10,19
2,3,1,8,33,25,19,15
3,4,7,6,10,13,8,3
2,3,1,0,35,45,35,25
8,9,7,23,18,16,12,46
5,4,6,6,2,0,3,0
2,5,6,7,0,0,0,0
20,16,15,21,0,0,0,0
42,63,64,65,5,5,8,6
69,68,48,35,0,0,1,0
40,32,25,19,0,3,2,1
0,0,0,0,0,1,0,0
38,38,31,40,0,0,0,0
16,22,15,9,29,24,38,16
19,24,19,3,89,77,84,136
80,87,78,17,21,26,29,33
0,0,0,0,5,6,4,3
0,0,0,0,4,7,11,14
1,6,1,1,12,8,11,28
3,1,3,3,9,6,3,5
76,54,94,127,38,34,33,6
39,36,35,11,42,29,35,22
14,7,4,10,0,0,0,0
19,23,22,14,6,3,4,2
18,11,16,37,8,6,6,3
14,12,6,5,20,27,42,23
16,24,23,17,2,1,1,0
65,49,50,45,2,2,5,5
4,2,5,3,27,37,33,25
5,5,3,3,1,1,2,2
37,50,40,50,0,0,0,0
13,15,6,22,1,1,0,1
2,2,2,2,84,63,72,65
0,1,0,0,0,0,0,0
0,1,1,1,6,10,8,7
3,3,1,1,11,15,10,2
104,90,72,100,4,7,2,2
0,0,0,0,1,0,0,0
5,2,4,2,27,27,23,14
24,29,44,59,7,4,6,0
0,0,0,0,4,5,8,6
9,4,7,2,2,2,2,2
1,1,0,0,7,7,4,4
66,72,56,233,3,1,4,0
4,7,3,0,0,0,0,0
75,69,55,185,21,15,15,6
21,19,23,26,30,44,25,4
10,5,9,5,19,22,18,8
10,7,6,17,0,0,0,0
1,1,0,0,1,0,1,0
1,6,6,6,9,15,8,1
7,9,12,2,61,67,78,38
45,46,42,31,11,20,11,11
19,24,27,3,7,8,5,1
10,7,3,0,14,10,12,10
6,2,0,5,39,22,40,21
9,29,13,1,24,28,32,41
41,63,54,30,33,28,36,23
1,0,1,0,0,0,0,0
10,11,14,7,1,0,1,0
10,10,4,7,3,5,6,7
4,2,3,0,5,4,8,4
0,0,0,0,34,30,37,31
45,52,27,28,15,8,8,1
0,0,0,2,0,0,0,0
20,17,21,25,0,0,0,0
23,27,16,28,26,20,19,8
0,0,0,0,16,16,9,11
5,3,10,2,6,3,3,3
4,3,3,5,75,68,67,121
6,11,6,3,10,12,6,1
3,7,4,2,39,24,39,24
0,0,0,3,2,2,4,7
58,69,51,67,14,14,17,8
36,39,32,54,0,0,1,1
0,1,2,0,1,1,1,1
0,0,0,0,0,0,0,0
38,36,36,76,0,0,0,0
11,3,7,1,1,2,2,0
0,0,0,1,18,19,23,24
0,0,0,0,44,54,53,30
2,0,2,0,16,13,21,33
0,0,0,0,1,1,0,0
0,0,0,0,9,9,8,10
30,23,28,85,3,2,0,3
21,29,25,12,8,10,9,1
17,9,12,5,3,2,2,1
1,1,2,1,3,4,2,2
25,9,16,41,0,3,1,0
22,18,19,21,25,38,29,7
15,12,7,15,2,0,3,2
6,5,6,5,0,1,1,2
33,37,23,3,13,6,10,16
31,33,36,38,30,34,25,70
19,8,28,51,6,10,9,15
11,11,11,5,42,45,30,6
0,0,0,0,16,22,16,25
3,2,1,6,98,107,102,33
26,25,27,7,1,3,8,5
30,40,48,30,8,8,12,9
0,0,0,0,8,8,13,13
14,7,18,2,25,13,12,33
45,45,36,80,8,10,4,3
5,2,10,6,0,0,0,0
10,14,14,23,24,27,19,21
9,7,9,6,52,45,48,15
3,9,4,2,48,51,54,31
0,1,0,0,27,35,34,60
50,25,36,67,34,43,41,5
0,0,0,0,14,10,12,19
55,44,41,78,67,85,74,17
26,22,24,12,1,4,3,0
3,5,1,0,31,27,20,3
10,8,8,12,10,15,11,41
0,1,0,0,5,8,3,8
1,1,0,0,61,65,55,169
18,30,18,21,48,45,36,30
6,5,15,18,34,41,33,23
8,5,5,15,0,0,0,0
6,6,3,22,10,4,14,4
25,15,27,11,0,0,0,0
6,7,7,4,0,1,0,0
50,60,45,71,0,0,0,0
0,0,0,0,0,0,2,0
0,0,0,0,7,4,9,21
6,5,4,5,4,3,7,2
3,5,2,5,22,22,27,47
51,50,68,50,1,1,2,1
11,13,25,14,2,1,4,3
7,6,6,21,24,18,17,5
0,2,1,0,2,0,1,1
17,22,20,12,12,4,12,23
28,40,39,9,2,0,1,0
2,2,4,3,10,19,11,16
55,79,64,0,0,0,1,1
64,59,48,172,103,84,118,30
10,8,7,25,5,3,3,5
2,6,5,1,23,37,20,45
0,0,0,0,20,16,18,17
22,23,25,27,20,14,18,10
15,23,12,10,0,2,1,2
8,9,5,6,0,0,0,0
0,0,0,0,3,6,4,4
70,62,71,35,4,2,2,24
7,3,3,1,1,5,5,0
31,31,12,13,29,33,27,66
1,3,4,0,0,0,0,0
24,19,18,8,9,7,15,16
19,17,21,14,3,0,0,0
7,12,14,1,4,7,6,1
6,3,1,1,36,35,24,12
7,7,9,15,22,21,27,45
43,48,33,8,13,11,18,3
39,31,29,23,17,10,12,3
0,1,2,0,21,20,16,35
28,23,35,27,37,39,37,18
5,2,5,6,0,0,1,0
0,0,0,3,0,0,0,0
4,7,6,30,3,2,1,11
2,0,2,1,0,3,2,0
1,2,1,0,51,47,42,25
0,1,0,2,6,7,5,3
47,48,48,17,10,15,19,14
23,28,23,71,46,34,39,33
2,6,3,2,35,51,40,41
0,0,0,0,5,13,10,3
13,9,4,5,49,49,51,152
0,0,0,0,23,13,15,32
84,61,78,16,23,19,15,15
9,5,5,8,1,1,0,0
14,11,14,40,0,0,0,0
3,4,6,0,58,66,68,28
6,12,7,17,27,33,26,50
25,33,16,63,0,0,0,0
31,33,42,2,11,15,12,6
17,19,15,7,6,3,3,18
7,5,6,1,0,0,0,0
3,8,6,7,0,0,0,0
0,0,0,0,41,41,42,2
15,17,17,24,14,35,18,4
2,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0
2,0,0,1,19,20,19,3
2,0,3,1,0,0,0,0
1,3,2,3,6,6,9,8
2,1,1,0,5,5,4,6
18,18,17,53,3,4,2,0
20,21,27,33,21,20,20,13
7,3,2,1,8,6,8,5
6,4,6,3,0,0,0,0
7,10,5,1,4,3,3,4
15,16,16,6,33,46,29,25
2,2,5,1,3,3,2,2
3,4,6,2,0,0,3,1
20,22,15,30,5,3,6,9
6,3,8,2,7,11,10,24
5,7,7,2,32,20,19,4
11,7,12,15,10,9,4,8
0,0,0,0,1,0,1,2
56,48,67,12,13,12,10,12
37,34,40,21,15,23,21,11
1,1,1,2,6,7,7,9
0,0,0,0,7,12,4,0
38,40,27,21,12,16,10,8
0,0,0,0,70,61,78,91
19,28,23,12,4,6,3,0
85,95,74,98,14,15,19,14
21,39,37,45,1,1,4,1
2,3,0,3,8,3,7,11
56,54,44,26,0,2,2,2
1,0,3,1,13,21,11,31
1,2,0,1,1,3,2,2
2,4,4,2,28,26,36,34
41,31,25,12,58,39,35,52
1,2,4,3,1,4,2,3
25,20,24,9,9,10,9,0
1,2,2,2,22,21,16,1
2,1,4,1,0,0,0,0
55,54,26,189,19,18,18,20
8,12,10,64,40,55,49,3
0,0,0,0,3,4,4,1
25,28,22,22,16,20,31,22
21,12,18,5,2,1,0,0
23,19,30,26,0,0,0,0
0,0,0,0,57,70,35,29
5,2,5,1,1,1,1,1
1,1,1,0,4,3,5,2
0,0,0,0,0,0,0,0
1,3,2,1,10,12,8,23
0,0,0,0,5,5,6,5
32,38,29,55,11,8,10,8
0,1,0,1,2,3,2,1
8,18,19,27,2,0,0,0
