"sim16_repl1_input","sim16_repl1_high","sim16_repl1_med","sim16_repl1_low","sim16_repl2_input","sim16_repl2_high","sim16_repl2_med","sim16_repl2_low"
10,12,8,28,26,27,29,16
0,0,0,0,16,11,11,2
47,38,37,58,11,13,14,6
8,10,6,3,5,1,6,0
2,5,5,7,10,6,14,4
10,22,7,19,0,1,1,0
20,23,23,51,22,21,32,4
1,0,0,0,20,24,16,8
68,67,61,51,0,0,0,0
4,2,2,11,12,11,13,1
28,22,30,21,6,8,4,10
3,2,3,1,23,28,24,49
1,6,10,3,15,11,11,1
4,2,4,3,37,44,33,38
10,9,12,2,24,23,15,8
4,3,4,0,1,0,2,0
3,5,2,0,0,0,0,0
18,9,10,12,0,0,0,0
68,46,58,106,5,7,3,1
64,68,63,43,0,0,0,0
38,30,38,11,0,2,3,0
0,0,0,0,0,1,0,0
37,37,35,23,0,0,0,0
25,21,18,4,24,22,22,62
16,13,20,12,83,93,94,30
87,83,74,80,11,22,18,22
0,0,0,0,3,3,3,5
0,0,0,0,10,8,13,7
1,2,2,1,10,7,5,10
3,1,3,1,3,7,12,0
82,90,77,21,33,37,38,28
38,29,41,53,32,45,26,78
11,6,4,25,0,0,0,0
17,11,30,20,9,4,12,10
16,20,15,10,11,4,6,1
9,11,15,2,33,25,38,15
28,19,26,11,0,2,1,1
53,55,46,39,2,2,2,2
2,3,1,6,32,36,19,34
6,1,5,1,0,0,6,2
45,43,35,10,0,0,0,0
11,15,14,7,0,1,1,0
3,3,0,0,83,94,67,58
0,0,0,0,0,0,0,0
4,2,2,3,11,9,10,1
5,0,0,4,9,12,15,15
101,76,102,28,3,3,4,1
0,0,0,0,0,3,1,0
3,0,2,5,37,26,30,18
33,41,39,99,6,7,7,7
0,0,0,0,8,6,6,7
4,10,6,13,3,3,3,2
0,2,3,0,7,8,8,3
75,71,70,146,1,2,0,0
5,7,3,3,0,0,0,0
51,68,70,122,8,21,17,24
20,17,12,27,35,35,41,10
11,13,6,1,24,14,14,13
8,7,8,3,0,0,1,0
0,1,1,1,0,2,0,0
4,1,2,6,8,9,8,8
12,10,12,2,66,41,83,126
58,45,41,39,21,22,22,15
19,27,26,58,6,7,2,4
2,4,2,0,8,4,8,27
2,3,2,1,26,25,33,21
21,11,20,26,27,35,26,28
43,46,57,29,25,22,32,18
2,0,1,1,0,0,0,0
20,18,11,2,0,0,0,1
10,8,17,22,8,6,11,18
6,3,1,1,4,5,5,2
0,0,0,0,37,32,33,58
40,43,46,43,12,12,13,8
0,0,0,2,0,0,0,0
21,22,13,30,0,0,0,0
18,20,30,35,19,21,16,10
0,0,0,0,9,11,11,19
7,5,9,8,9,4,7,2
2,6,1,2,71,47,78,62
7,11,16,7,14,19,11,5
2,4,10,2,36,38,36,18
1,0,0,0,4,3,3,2
57,54,72,61,18,14,21,15
42,32,51,44,3,0,1,2
1,2,0,0,1,2,3,3
0,0,0,0,0,0,0,0
38,46,44,43,0,0,0,0
5,12,6,5,2,1,2,0
0,0,0,0,12,16,12,19
0,0,0,0,48,49,49,124
0,0,1,1,8,13,16,12
0,0,0,0,0,1,0,2
0,0,1,0,10,10,22,5
31,30,24,9,2,1,3,2
26,22,16,26,9,11,8,30
11,10,14,6,1,4,4,5
2,3,2,1,4,2,0,1
20,20,27,33,0,0,2,0
17,18,16,11,25,21,26,54
11,12,14,21,4,0,4,2
1,2,4,4,0,0,0,0
22,18,33,6,14,4,10,10
33,42,43,11,35,30,41,57
20,20,16,34,6,7,10,15
7,10,7,11,31,19,30,32
1,0,1,0,16,29,14,35
13,1,1,1,103,91,93,199
18,9,22,63,0,2,5,3
46,33,54,77,7,18,12,5
0,0,0,0,6,14,8,8
10,10,12,9,12,23,22,21
48,50,55,35,10,8,6,6
10,5,5,0,1,1,1,0
16,12,11,13,28,30,24,7
6,12,6,2,50,52,43,13
3,1,5,14,60,62,42,15
0,1,0,0,39,34,43,24
49,36,39,62,40,39,43,95
0,0,0,0,12,8,14,17
44,44,50,6,83,74,90,97
18,21,19,1,5,3,6,6
1,3,2,9,21,31,16,4
11,13,14,6,7,12,12,1
0,0,1,0,3,7,6,9
3,2,2,1,56,63,44,32
15,33,10,26,50,44,45,98
8,4,8,1,26,31,28,10
7,9,5,13,1,0,0,0
5,8,4,5,7,14,11,8
14,16,18,28,0,0,0,0
5,4,4,8,0,0,0,0
37,50,43,134,0,0,0,0
0,0,0,0,0,1,0,1
0,0,0,0,9,7,5,7
4,2,2,9,4,3,2,4
5,1,2,0,24,36,19,12
54,43,55,4,0,0,2,1
14,8,13,38,3,4,3,1
7,11,8,11,19,18,19,37
0,1,2,0,1,1,1,0
12,14,26,0,11,8,9,2
38,54,37,116,0,2,2,0
3,3,2,4,12,12,15,57
58,76,76,29,0,1,0,0
72,41,70,297,109,83,100,149
12,18,9,4,4,2,4,0
5,3,3,4,24,22,32,10
0,0,0,0,37,24,15,13
17,18,26,23,13,18,11,4
10,8,24,8,6,1,0,2
7,7,11,19,0,0,0,0
0,0,0,0,2,5,2,4
81,69,53,107,8,5,6,19
6,5,7,1,3,2,5,4
22,25,26,41,26,30,29,1
1,1,2,0,0,0,0,0
10,15,13,3,12,21,12,34
27,22,22,1,1,2,1,6
2,11,7,5,3,7,3,2
3,6,4,1,41,31,46,41
6,11,14,17,28,17,40,28
29,34,37,45,16,18,12,6
20,27,27,9,13,9,13,3
0,1,2,0,12,16,22,16
29,43,30,18,24,46,30,26
4,4,6,0,0,1,1,2
1,1,1,0,0,0,0,0
6,9,8,9,4,3,4,1
0,3,3,3,1,2,0,5
1,2,2,1,38,30,40,44
1,2,2,1,6,4,5,4
50,53,51,37,14,16,20,1
27,23,33,6,31,35,39,3
1,6,2,3,52,35,49,15
0,0,0,0,11,8,10,2
9,8,5,0,42,47,70,11
0,0,0,0,19,25,18,23
73,72,79,56,17,24,26,3
11,3,4,11,1,0,0,1
12,13,13,6,0,0,0,0
4,5,3,0,62,56,62,19
3,15,6,15,32,33,30,35
21,21,26,16,0,0,0,0
32,38,33,2,11,7,7,7
14,19,17,35,5,10,7,4
6,8,4,0,0,0,0,0
10,4,4,5,0,0,0,0
0,0,0,0,34,30,38,7
14,11,17,17,30,17,19,20
0,2,1,2,0,0,0,0
0,0,0,0,1,1,1,1
0,1,0,1,12,17,9,6
2,0,2,1,0,0,0,0
3,1,2,2,4,7,10,6
0,0,2,1,5,7,8,7
19,12,14,11,3,2,2,4
24,15,22,4,15,15,24,29
1,1,3,0,9,2,7,14
3,3,2,0,0,0,0,0
5,8,7,5,9,3,4,0
11,4,14,4,30,23,29,19
1,2,4,8,1,1,2,1
6,7,6,4,3,0,0,0
14,18,23,3,4,1,4,2
4,6,5,7,8,11,11,9
9,6,8,8,21,20,23,9
8,7,7,6,7,6,14,0
0,0,0,0,1,0,0,1
54,45,64,39,13,9,9,46
35,39,35,21,20,12,11,33
2,3,2,6,7,4,8,5
0,0,0,0,5,3,5,7
34,46,22,27,7,19,13,14
0,0,0,0,79,69,53,45
37,27,27,20,8,9,3,21
99,103,94,78,15,16,17,5
33,44,27,3,1,0,0,0
3,2,0,0,7,8,10,0
69,61,62,20,2,4,3,0
2,1,3,0,24,24,20,16
1,1,1,2,1,5,1,9
1,0,2,0,25,16,31,8
26,20,39,10,51,55,52,6
3,1,2,3,4,1,3,2
23,23,21,20,11,5,12,3
1,5,4,0,19,19,26,20
9,2,4,2,0,0,0,0
52,50,52,36,15,17,18,53
23,14,6,10,58,47,56,72
0,0,0,0,2,8,3,2
24,27,28,26,20,20,37,5
14,12,15,6,1,0,0,0
25,19,22,36,0,0,0,0
0,0,0,0,50,52,54,59
4,5,6,0,1,0,1,3
1,3,0,1,5,2,6,5
0,0,0,0,0,0,0,0
3,2,3,2,10,8,13,23
0,0,0,0,6,1,4,1
32,37,17,43,6,6,9,10
2,2,1,0,0,3,3,1
16,18,17,15,0,0,0,0
2,3,0,0,1,0,1,0
14,7,12,8,6,5,5,7
30,28,37,104,25,18,34,9
25,16,16,10,1,1,2,5
8,9,5,12,23,16,16,0
22,39,26,55,26,27,28,113
0,0,2,1,10,9,7,18
0,0,0,0,1,3,5,4
54,36,60,25,0,0,0,0
1,1,0,1,34,32,23,40
15,16,18,3,36,32,57,61
10,12,17,7,13,14,15,2
70,98,93,19,9,5,2,4
9,13,7,12,49,47,55,18
7,11,9,14,1,0,0,0
1,2,1,3,45,42,37,22
0,0,0,0,4,11,10,6
0,0,0,0,19,15,16,2
0,0,0,0,0,0,0,1
2,4,3,4,3,5,8,0
41,40,20,36,69,57,79,53
11,17,9,15,25,31,18,20
3,3,8,16,3,2,1,1
10,16,10,17,2,0,0,1
3,6,7,7,0,1,0,0
0,0,0,0,11,12,14,10
2,12,7,0,2,4,6,2
0,0,1,0,2,4,1,1
0,0,0,0,94,99,84,22
24,29,19,28,1,1,0,0
12,14,9,24,9,4,8,17
0,0,1,0,13,8,4,2
3,1,3,7,0,0,0,0
10,6,12,27,0,0,0,0
2,1,2,2,2,0,3,0
1,0,2,3,46,39,44,72
1,3,4,15,0,0,0,0
18,16,19,20,0,0,0,1
7,3,8,4,2,4,2,1
0,0,0,0,0,0,0,0
57,56,47,42,0,0,0,0
17,16,12,13,3,1,3,1
22,23,23,106,25,20,14,10
2,1,0,0,9,15,11,8
12,7,8,8,1,0,1,1
6,3,9,0,0,2,0,1
0,0,0,1,83,59,72,118
21,25,20,84,30,34,29,3
1,1,3,0,0,0,0,0
0,0,0,1,3,3,3,4
20,21,34,13,5,7,8,4
93,83,107,54,0,0,0,0
8,8,14,11,33,29,48,191
18,27,34,41,27,20,28,7
32,37,20,2,32,36,31,16
0,0,0,0,40,38,22,17
19,20,10,1,0,0,0,0
27,33,28,28,21,24,30,58
2,0,0,1,4,5,5,3
2,2,1,4,3,2,3,0
8,3,5,3,6,5,9,6
1,1,0,2,0,0,0,0
14,14,18,41,3,1,3,4
8,7,4,0,6,4,7,0
4,1,2,1,4,6,9,3
0,0,0,0,5,4,6,1
0,0,0,0,64,58,58,27
27,32,35,56,11,13,19,19
4,3,4,1,9,14,7,3
37,34,29,27,0,0,2,0
0,0,0,0,14,17,21,22
0,0,0,0,4,2,7,1
10,8,11,0,58,57,51,30
3,7,12,4,16,9,6,4
0,0,0,0,18,20,20,72
7,4,3,9,33,44,47,78
7,3,4,4,15,26,15,18
3,5,4,0,0,0,0,2
3,11,2,2,56,64,64,95
28,29,19,18,0,0,0,0
3,3,8,5,0,1,0,1
5,4,3,15,9,7,10,11
0,0,0,0,14,21,16,52
1,3,1,1,1,0,0,0
0,1,0,2,0,0,0,0
3,1,2,1,65,54,65,183
8,9,8,4,19,24,14,8
17,12,11,13,0,0,0,0
5,10,10,0,0,0,0,0
15,10,17,28,22,14,12,2
58,45,50,36,25,14,28,71
0,0,0,0,11,20,11,2
0,0,0,0,5,3,7,5
10,3,8,3,0,5,5,0
0,1,0,0,0,0,0,0
3,1,0,1,52,60,41,68
41,48,39,13,22,17,17,10
1,0,0,0,4,2,3,7
16,8,16,42,0,0,0,0
12,16,14,12,9,6,9,25
2,1,4,1,61,65,59,40
3,3,3,3,0,0,0,0
37,39,26,16,1,0,1,1
4,5,2,3,2,3,1,4
150,135,138,135,17,8,10,20
3,4,2,3,1,5,2,0
17,12,12,12,24,34,33,40
68,55,50,1,34,47,52,10
63,38,58,48,8,10,8,12
18,17,14,5,17,16,12,29
0,0,0,0,18,10,14,16
0,2,2,1,28,34,24,82
0,0,0,0,6,2,6,2
5,3,4,10,48,33,35,13
3,1,1,1,11,12,27,28
126,133,103,42,52,54,63,30
44,60,53,66,61,69,56,145
12,17,17,8,21,5,13,27
0,0,0,0,8,8,3,1
6,2,5,4,27,33,19,21
1,5,5,1,5,4,5,0
2,2,2,4,15,16,7,7
4,4,3,20,11,12,9,3
0,0,1,0,5,9,12,5
10,7,6,10,8,12,7,6
4,1,5,2,48,56,52,8
3,1,7,20,1,0,3,0
33,32,45,11,25,22,16,15
0,0,0,0,4,7,9,0
50,63,55,30,0,0,0,0
10,17,6,1,44,56,44,10
