"sim29_repl1_input","sim29_repl1_high","sim29_repl1_med","sim29_repl1_low","sim29_repl2_input","sim29_repl2_high","sim29_repl2_med","sim29_repl2_low"
4,5,5,18,20,20,36,39
0,0,0,0,12,12,13,37
38,45,32,7,7,6,8,2
5,8,10,0,0,2,1,4
5,3,6,5,14,7,8,6
12,7,7,24,0,0,0,1
23,16,13,39,19,26,21,40
1,1,1,1,22,26,14,19
56,46,61,31,0,0,0,0
4,2,0,6,6,4,9,6
22,33,25,19,9,7,7,3
1,1,5,3,29,23,31,3
5,5,2,8,10,7,15,49
1,0,3,0,36,29,30,27
5,5,6,4,16,14,16,8
3,5,5,1,1,2,4,0
0,6,3,7,0,0,0,0
14,16,12,52,0,0,0,0
52,64,46,56,6,7,5,3
53,59,58,116,0,0,0,0
31,16,25,0,0,0,2,1
0,0,0,0,0,0,0,0
36,42,33,34,0,0,0,0
19,17,13,4,20,16,31,9
9,11,17,20,83,73,84,88
92,70,104,85,21,16,21,26
0,0,0,0,6,5,1,3
0,0,0,1,5,15,10,6
1,2,3,4,12,9,11,0
2,2,3,3,5,7,4,20
80,90,67,25,39,42,22,87
30,31,41,8,46,30,34,15
13,9,5,18,0,0,0,0
23,13,30,2,10,15,6,5
14,10,14,7,13,4,8,14
10,7,13,0,34,30,30,54
16,21,34,4,4,4,7,4
44,57,43,43,3,2,4,3
3,6,1,1,30,35,21,14
2,2,2,1,4,3,3,0
38,33,41,29,0,0,0,0
9,18,10,6,0,0,0,0
3,2,3,1,60,66,78,89
0,0,0,0,0,0,0,0
4,2,2,2,7,6,10,0
3,3,0,2,11,17,20,9
92,98,95,46,3,4,2,3
0,0,0,0,3,0,2,2
2,3,4,14,37,39,16,25
33,26,42,13,5,12,9,1
0,0,0,0,3,4,8,4
11,8,5,12,0,3,3,3
2,1,0,0,3,8,6,6
65,65,73,22,2,0,1,5
6,7,3,8,0,0,0,0
68,81,59,53,14,12,15,26
10,19,12,18,43,31,33,37
11,5,6,9,17,14,10,3
4,8,9,1,0,0,0,0
1,0,2,0,0,0,1,0
4,2,6,5,11,5,8,8
2,9,8,1,75,81,65,35
41,43,46,95,13,13,20,33
20,26,23,18,4,6,3,4
2,5,4,6,6,9,5,7
1,4,5,3,29,27,33,6
20,18,18,9,21,46,35,54
49,51,41,28,36,42,28,42
0,0,0,2,0,0,0,0
16,12,13,5,2,0,0,1
10,11,14,14,8,7,7,14
6,0,3,6,3,5,1,0
0,0,0,1,37,43,28,17
37,38,38,33,5,8,18,13
0,1,0,0,0,0,0,0
27,22,19,24,0,0,0,0
27,26,25,1,20,21,8,12
0,0,0,0,8,11,9,54
8,3,4,27,7,5,8,19
1,3,6,0,64,77,55,32
6,2,10,1,8,14,7,5
3,6,5,3,44,34,34,24
1,1,0,0,4,1,0,1
46,49,69,16,13,13,19,28
37,44,43,48,3,0,2,1
0,0,0,0,0,1,1,7
0,0,0,0,0,0,0,0
42,41,51,26,0,0,0,0
7,6,7,12,2,5,2,2
0,0,0,0,27,26,11,40
0,0,0,0,49,44,52,1
1,1,0,1,14,15,26,5
0,0,0,0,0,0,0,0
0,0,0,0,14,7,11,11
36,22,25,33,2,2,1,4
16,14,18,8,6,14,10,10
10,11,6,6,5,2,2,8
1,3,1,2,2,1,1,1
23,26,19,24,2,1,0,1
11,15,15,46,29,20,14,4
21,9,10,13,4,4,5,14
2,5,4,1,0,0,0,1
32,45,20,28,15,9,4,25
39,31,40,73,36,38,33,32
20,22,18,9,12,9,9,19
8,8,9,0,28,43,41,2
1,0,0,0,16,13,14,4
4,4,6,3,101,99,91,169
17,24,17,26,1,0,6,7
30,37,39,10,8,14,7,9
0,0,0,0,7,10,3,2
8,7,6,14,18,11,17,33
46,53,37,13,6,8,8,4
5,3,3,3,0,2,0,0
16,12,13,2,31,23,24,41
7,12,11,5,56,43,56,105
4,5,7,2,51,43,66,52
0,1,1,0,29,32,33,22
34,46,23,13,37,35,48,19
0,0,0,0,10,7,17,25
38,38,36,135,65,77,95,101
23,22,24,30,5,5,5,2
7,1,3,0,33,21,24,18
13,10,8,16,11,12,12,11
0,0,1,0,10,13,2,22
0,1,0,2,51,58,74,46
17,24,15,17,39,34,51,23
9,3,7,7,26,39,27,33
5,5,13,3,1,0,0,0
2,8,2,1,7,11,9,22
20,20,27,24,0,0,0,0
5,6,4,1,1,3,0,0
49,57,44,20,0,0,0,0
0,0,0,0,0,2,0,0
0,0,0,0,6,7,9,14
5,3,10,1,5,5,1,0
3,1,2,0,20,22,23,30
54,61,56,80,0,1,1,0
18,20,12,13,2,5,1,1
6,8,8,9,21,30,19,8
0,2,1,0,1,2,1,0
21,12,16,5,11,6,10,0
41,48,36,16,0,0,1,0
1,3,2,0,17,10,13,48
80,64,61,27,0,0,0,0
61,48,52,226,72,121,101,42
10,12,18,11,4,4,0,2
7,12,1,2,21,29,16,37
0,0,0,0,22,24,26,55
23,22,19,19,24,16,5,28
15,13,13,60,2,1,5,2
7,12,10,8,0,0,1,0
0,0,0,0,4,3,2,1
60,58,62,3,5,6,5,13
2,3,2,4,1,7,7,1
18,29,17,21,36,21,28,45
0,3,1,0,0,0,0,0
24,15,15,6,10,8,13,2
26,16,28,41,0,3,4,1
9,8,9,2,5,8,6,10
2,6,4,2,29,33,30,2
15,10,2,7,24,27,39,64
36,36,28,39,16,13,17,9
20,27,23,13,9,10,11,3
2,1,1,1,17,27,18,10
32,21,39,8,24,37,38,33
2,6,4,2,0,0,0,0
1,0,0,1,0,0,0,0
8,4,5,6,0,3,2,4
1,1,0,2,2,3,2,0
3,2,1,2,42,32,47,16
3,2,1,0,11,9,10,3
39,36,42,14,20,15,12,37
25,18,34,20,39,46,40,19
2,4,2,0,46,44,46,34
0,0,0,0,7,11,7,13
6,6,11,1,51,37,69,49
0,0,0,0,16,20,32,11
76,73,57,165,23,22,17,16
4,6,2,7,0,1,1,0
7,12,16,12,0,0,0,0
6,1,5,5,57,49,67,62
5,9,7,17,25,31,28,23
33,24,37,6,0,0,0,0
38,34,25,84,9,8,5,7
22,15,13,24,3,1,4,1
15,6,5,13,0,0,0,0
3,6,7,10,0,0,0,0
0,0,0,0,35,28,22,25
16,25,8,11,25,32,19,82
1,1,1,0,0,0,0,0
0,0,0,0,0,0,3,0
0,1,0,0,12,18,21,27
1,0,0,4,0,0,0,0
3,2,0,1,3,6,6,8
0,0,0,3,5,2,2,3
15,23,18,26,3,6,4,2
28,21,24,7,15,21,20,23
4,5,1,7,2,3,11,3
2,9,3,3,0,0,0,0
11,13,6,3,5,6,6,3
9,9,10,7,34,37,22,48
3,4,3,4,2,2,1,2
4,3,4,0,1,0,1,2
16,20,18,18,3,8,2,3
5,5,10,9,13,16,15,27
8,3,10,5,18,20,26,15
8,12,6,26,11,8,10,19
0,0,0,0,0,1,1,1
55,58,47,67,9,10,13,11
42,36,43,56,26,19,17,25
1,2,2,2,9,11,5,11
0,0,0,0,8,5,6,2
37,27,39,59,7,10,13,46
0,0,0,0,77,46,68,40
26,26,38,19,6,8,6,6
94,87,98,148,15,14,8,1
37,28,33,62,0,1,2,4
2,2,2,2,11,6,8,5
69,68,54,33,1,1,3,2
0,3,1,4,22,30,25,13
1,1,0,2,1,1,0,0
1,2,2,2,25,20,25,15
35,29,29,8,43,51,36,52
0,3,1,4,3,3,1,0
14,23,20,19,8,4,13,0
4,1,8,0,22,32,24,25
5,6,4,2,0,0,0,0
35,44,35,29,19,15,16,21
18,21,10,2,43,59,42,4
0,0,0,0,8,5,5,7
16,27,19,63,18,20,27,5
9,9,22,11,1,0,0,1
12,27,22,5,0,0,1,0
0,0,0,0,63,49,59,47
5,3,7,1,1,0,0,1
2,1,1,4,2,1,4,0
0,0,0,0,0,0,0,0
3,4,3,1,10,9,14,5
0,0,0,0,3,9,2,5
29,32,26,36,8,11,4,9
0,0,0,1,0,2,2,3
16,19,16,15,0,0,0,0
2,2,3,1,1,2,2,0
9,15,12,11,6,5,10,5
27,33,29,25,17,26,22,35
24,21,26,17,2,2,2,4
10,10,9,10,9,16,17,12
32,39,20,11,21,32,31,24
0,0,0,0,14,11,4,1
0,0,0,0,5,5,5,5
50,55,57,25,0,0,0,0
0,1,0,0,25,23,28,29
17,21,17,13,49,31,46,55
19,18,16,40,17,12,5,18
84,78,77,87,5,4,2,1
