"sim21_repl1_input","sim21_repl1_high","sim21_repl1_med","sim21_repl1_low","sim21_repl2_input","sim21_repl2_high","sim21_repl2_med","sim21_repl2_low"
10,7,12,2,25,13,26,13
0,0,0,0,18,7,10,4
37,47,23,9,8,10,14,2
3,6,5,13,1,1,2,2
3,2,3,4,14,16,12,26
11,9,13,2,0,2,1,0
23,21,19,15,25,25,23,38
0,1,0,0,24,21,15,42
49,38,44,86,0,0,0,0
5,4,4,7,5,11,7,14
34,20,34,18,7,5,8,28
0,0,2,1,20,33,21,4
6,4,3,9,16,15,13,1
0,2,2,2,44,20,40,26
11,11,7,10,22,18,20,19
3,4,5,1,1,2,2,2
5,3,4,4,0,0,0,0
8,20,19,6,0,0,0,0
57,50,48,41,10,7,5,4
52,56,53,81,1,0,0,1
30,30,36,42,0,0,0,0
0,0,0,0,0,0,0,4
43,31,31,51,0,0,0,0
20,17,22,21,26,20,17,8
17,9,14,8,95,86,91,125
79,67,91,13,18,19,13,35
0,0,0,0,6,8,5,4
0,1,0,0,7,8,11,11
0,3,2,3,12,10,11,3
3,3,3,0,8,6,4,12
92,88,61,18,39,36,36,12
46,47,40,39,45,37,35,8
5,6,5,3,0,0,0,0
28,26,25,4,10,16,11,0
20,17,12,12,7,13,5,2
9,6,9,1,34,37,41,9
23,29,26,15,4,7,1,0
46,49,46,29,3,7,5,5
4,1,5,5,32,38,25,9
6,7,6,1,0,3,4,4
43,40,36,23,0,0,0,0
22,11,13,12,1,0,1,0
0,2,2,0,70,64,73,93
0,0,1,0,0,0,0,0
6,3,1,4,14,8,7,6
3,0,4,2,12,16,14,7
103,98,92,391,0,1,2,3
0,0,0,0,0,2,0,2
1,4,3,7,22,33,22,47
40,44,43,3,9,5,6,7
0,0,0,0,6,3,5,1
5,7,7,5,2,0,2,1
1,0,0,0,4,3,4,5
78,88,83,127,0,1,1,6
3,11,1,3,0,0,0,0
76,68,74,179,11,8,20,26
26,14,10,12,39,39,41,34
10,9,10,6,16,14,24,34
7,5,17,5,0,0,0,0
1,1,0,1,0,0,0,0
4,3,3,2,11,6,8,22
15,10,5,2,70,101,61,47
51,57,53,109,14,12,13,16
25,27,25,17,10,7,11,10
7,5,4,2,6,8,9,24
3,4,5,5,27,26,32,42
18,16,17,28,30,44,20,9
46,47,35,72,29,27,31,8
1,1,1,0,0,0,0,0
11,15,11,11,1,1,2,3
