"sim20_repl1_input","sim20_repl1_high","sim20_repl1_med","sim20_repl1_low","sim20_repl2_input","sim20_repl2_high","sim20_repl2_med","sim20_repl2_low"
12,19,14,14,14,29,22,20
0,0,0,0,14,8,15,12
38,42,54,8,9,7,10,19
7,7,7,9,0,3,1,2
4,10,6,11,5,9,7,7
13,15,14,5,1,0,1,1
23,22,14,48,17,19,27,8
3,2,1,1,20,17,21,23
56,59,51,45,0,0,0,0
3,7,3,4,9,7,11,10
25,20,35,53,3,12,6,3
1,4,3,1,21,23,24,19
4,5,11,5,17,18,12,35
2,0,3,3,34,31,29,123
11,4,7,11,19,12,15,10
5,3,6,2,0,1,1,3
4,4,5,1,0,0,0,0
9,14,19,4,0,0,0,0
55,60,50,35,6,7,5,1
67,75,54,47,0,0,0,0
26,27,37,27,1,2,0,0
0,0,0,0,1,0,0,0
28,37,27,2,0,0,0,0
22,19,15,6,26,14,17,40
20,16,19,10,90,85,67,109
88,90,101,22,22,23,23,11
0,0,0,0,2,3,5,10
0,0,0,0,13,7,9,19
0,2,1,2,8,8,8,11
2,2,0,0,9,14,5,3
74,72,58,56,52,36,36,28
37,40,41,34,37,30,38,50
16,6,8,14,0,0,0,0
18,15,15,1,6,14,12,0
20,19,14,45,5,9,7,11
12,8,10,10,36,27,27,51
20,19,26,5,4,6,0,17
43,49,66,8,5,2,3,0
5,3,3,4,33,34,36,21
5,9,2,6,4,3,4,5
32,43,53,90,2,0,0,0
10,10,11,7,0,0,0,0
0,2,0,1,77,71,74,57
0,0,0,0,0,0,0,0
0,3,2,3,12,5,13,7
3,1,2,4,13,18,6,1
88,111,92,14,2,5,3,8
0,0,0,0,0,1,0,0
4,2,4,3,32,33,34,22
36,35,45,27,6,7,8,4
0,0,0,0,3,6,5,5
10,3,13,2,2,1,3,2
2,0,1,1,4,4,4,25
86,48,78,34,2,0,1,5
10,6,6,7,0,0,0,0
78,61,67,29,14,13,20,41
19,22,15,18,38,38,38,74
10,13,7,12,16,12,17,20
11,10,7,29,0,0,0,0
0,1,0,0,0,0,0,0
3,6,2,6,9,15,9,3
8,6,6,4,61,64,72,43
52,51,48,3,12,11,16,14
25,25,19,40,5,13,5,6
1,2,1,4,12,5,4,0
3,4,2,1,20,27,24,35
20,13,17,9,25,37,39,25
51,45,51,105,20,26,33,11
1,1,0,0,0,0,0,0
11,22,7,21,1,1,3,1
9,18,8,21,6,10,1,15
4,3,2,7,3,5,0,5
0,0,0,0,48,33,44,10
43,29,44,3,13,17,11,10
0,0,1,0,0,0,0,0
19,17,25,17,2,0,0,0
25,23,24,55,14,17,17,12
0,0,0,0,9,11,10,17
8,5,7,13,9,7,6,2
10,5,3,1,65,61,53,13
8,7,11,4,19,17,13,10
3,4,6,0,37,39,33,102
0,0,0,1,1,4,3,5
57,69,57,26,19,15,21,4
63,42,29,3,1,3,0,1
0,0,0,0,1,1,1,3
0,0,0,0,0,0,0,0
35,41,46,13,0,0,0,0
8,6,7,4,4,1,5,0
0,0,0,1,16,19,23,25
0,0,0,0,33,38,51,26
1,2,0,0,15,10,17,6
0,0,0,0,1,0,0,1
0,1,0,2,9,13,13,3
29,24,28,52,1,3,1,1
18,32,15,4,12,7,10,11
9,12,7,15,2,3,4,4
1,1,2,1,3,1,6,0
20,21,26,16,2,1,1,2
15,16,13,1,25,22,27,21
15,6,16,11,0,2,3,2
2,4,4,1,0,0,0,0
23,28,42,45,10,6,13,8
38,44,40,7,40,40,29,17
11,25,10,27,12,10,9,0
12,14,17,11,24,41,31,9
0,0,0,2,19,18,22,38
1,2,1,0,92,76,101,97
22,17,29,47,3,5,6,2
53,38,46,23,15,4,11,1
0,0,0,0,11,6,8,2
10,15,10,9,21,20,30,33
61,45,47,89,6,6,9,1
4,3,2,0,1,1,1,0
9,11,13,6,30,30,16,10
4,6,8,20,54,54,50,10
4,6,3,2,49,43,67,21
0,0,0,0,40,35,27,39
44,48,28,15,46,39,53,63
0,0,0,0,12,10,5,6
39,56,51,8,87,92,85,86
21,29,21,42,3,2,5,7
3,2,3,0,26,35,27,13
9,10,13,2,15,12,13,3
0,0,0,0,6,7,5,2
1,2,1,2,52,46,69,11
24,14,24,1,40,39,51,2
3,6,6,27,40,32,34,50
3,8,8,1,0,0,0,0
4,2,7,0,10,6,10,2
14,15,21,39,0,0,0,0
4,2,5,9,2,1,0,0
36,43,54,13,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,7,15,5,3
9,0,5,1,5,9,3,2
1,1,0,1,23,22,38,60
45,38,49,25,0,1,2,0
10,18,14,1,4,2,6,0
7,2,4,4,18,19,17,9
0,0,1,0,2,3,2,2
17,13,21,34,6,4,8,4
42,36,24,1,0,0,1,0
2,2,2,1,14,17,17,7
53,97,67,35,1,1,0,0
63,75,56,66,108,107,84,53
17,15,8,24,4,2,1,2
5,4,7,6,20,31,20,56
0,0,0,0,18,21,23,5
19,13,26,35,11,10,18,47
8,10,19,4,1,1,1,1
5,10,12,1,0,0,0,0
0,0,0,0,1,1,11,2
63,63,63,58,6,12,7,3
6,4,1,18,5,4,1,7
22,26,20,15,27,24,22,34
2,0,2,3,0,0,0,0
10,13,15,12,15,13,8,6
32,22,17,25,1,0,3,1
7,8,14,11,2,1,4,2
3,4,2,2,31,34,41,14
8,7,12,5,23,32,33,0
31,47,34,21,13,17,19,20
21,31,27,38,9,9,10,13
1,0,4,1,19,21,23,4
31,39,24,39,37,52,33,58
0,7,3,1,1,0,0,0
0,0,0,0,0,0,0,0
5,7,8,26,2,7,2,9
1,0,0,1,0,1,3,1
2,2,1,0,38,50,36,42
0,0,2,4,7,11,8,3
39,59,44,13,15,11,16,45
30,31,23,21,37,45,43,23
4,3,4,3,47,54,35,48
0,0,0,0,11,8,11,26
6,9,12,10,34,68,59,36
0,0,0,0,24,15,22,15
67,74,73,30,23,22,24,6
7,9,3,5,1,1,1,0
8,7,4,10,0,0,0,0
4,2,4,9,68,69,68,31
6,9,7,12,22,26,35,91
23,31,22,36,0,0,0,0
30,48,32,40,11,12,6,9
14,16,9,10,4,5,2,2
12,12,7,2,0,0,0,0
6,9,3,2,0,0,0,0
0,0,0,0,32,36,34,17
18,15,11,20,19,27,26,6
2,0,0,0,0,0,0,0
0,0,0,0,0,1,0,2
0,0,1,0,19,9,13,26
1,2,0,0,0,0,0,0
1,0,2,2,7,6,7,16
0,1,1,3,6,5,4,7
18,19,9,2,1,2,1,1
28,19,25,6,21,29,14,3
5,2,0,5,5,5,5,1
4,1,5,5,0,0,0,0
14,7,11,9,6,7,6,16
14,10,16,11,40,14,43,9
2,2,1,3,1,1,0,2
2,4,3,0,1,2,0,2
23,18,23,17,5,4,5,9
3,4,8,5,7,12,13,11
5,6,7,34,22,15,19,31
5,13,10,18,10,8,11,1
0,0,0,0,0,1,0,0
56,64,59,8,12,7,6,13
44,42,43,36,14,20,17,10
0,0,4,0,12,11,7,0
0,0,0,0,11,9,6,7
33,39,30,12,15,15,15,17
0,0,0,0,72,57,73,180
25,33,29,12,6,5,0,12
114,90,106,39,13,15,20,3
33,27,39,4,1,0,1,1
1,1,3,0,4,6,6,13
55,63,53,4,2,5,5,3
2,5,0,4,18,19,21,8
0,0,0,0,2,2,1,0
6,2,2,5,24,19,23,40
30,38,22,90,42,47,44,75
1,2,0,0,1,1,1,0
31,24,17,19,5,1,9,4
1,1,0,2,12,20,23,51
4,3,1,2,0,0,0,0
45,44,46,82,18,12,17,39
16,11,15,32,52,38,39,102
0,0,0,0,5,10,3,0
18,27,33,19,19,27,30,38
14,8,12,9,0,0,1,2
18,14,16,25,0,0,0,0
0,0,0,0,49,61,42,12
13,0,10,2,0,3,1,1
1,3,2,0,2,2,1,3
0,0,0,0,0,0,0,0
2,2,5,6,11,11,10,13
0,0,0,0,7,6,1,0
29,29,28,31,3,4,2,8
0,1,1,0,5,1,6,0
28,15,16,21,1,0,0,0
2,2,1,1,0,3,1,0
14,4,11,1,6,5,4,2
32,37,38,26,31,31,20,11
21,28,22,10,1,0,0,1
11,7,15,13,15,11,23,17
21,23,34,6,29,32,32,71
1,0,1,0,14,16,13,4
0,0,0,0,6,4,2,7
63,49,59,90,0,0,0,0
1,0,0,1,20,22,17,12
27,16,22,35,33,43,48,41
15,11,12,4,12,18,10,17
75,81,66,181,8,2,4,5
17,13,5,18,56,41,56,128
7,11,4,2,0,2,0,0
0,1,1,0,33,48,36,39
0,1,0,1,8,7,14,4
0,1,1,0,14,20,19,1
0,2,0,0,0,0,0,0
2,4,1,0,5,4,3,5
42,35,40,22,67,60,59,60
14,12,17,9,27,29,16,27
1,3,6,3,5,1,3,5
15,22,9,3,0,4,2,1
3,7,3,5,1,1,1,0
1,0,0,0,13,3,14,47
5,11,4,19,4,6,5,2
0,0,0,0,3,2,3,0
0,0,0,0,93,96,102,45
16,23,20,32,0,0,0,2
13,11,15,7,5,11,7,8
0,0,0,0,6,3,7,4
1,2,2,1,0,0,0,0
7,17,10,8,0,0,0,0
3,1,3,0,2,0,2,0
0,1,0,0,35,43,35,21
2,2,5,3,0,0,0,0
18,16,21,31,0,0,0,1
4,7,5,1,1,4,1,11
0,0,0,0,0,0,0,0
40,47,39,54,0,0,0,0
13,19,9,6,1,2,0,0
27,29,29,23,16,17,24,5
0,0,0,0,12,7,7,22
6,5,12,9,0,0,0,1
5,2,9,15,1,0,1,4
0,0,1,0,70,80,45,16
27,25,30,48,29,43,31,9
1,1,2,7,0,0,0,0
1,0,0,1,2,4,2,3
