"sim27_repl1_input","sim27_repl1_high","sim27_repl1_med","sim27_repl1_low","sim27_repl2_input","sim27_repl2_high","sim27_repl2_med","sim27_repl2_low"
13,7,7,29,24,17,17,10
0,0,0,0,15,12,13,1
27,39,28,29,13,7,13,25
5,9,4,2,4,1,0,0
1,5,5,6,16,12,11,37
15,20,17,18,1,1,0,1
12,17,22,14,32,21,29,22
0,0,1,1,27,18,23,0
71,41,68,45,0,0,0,0
5,1,1,5,6,13,12,15
32,28,24,31,7,8,12,15
4,3,2,3,26,31,26,39
2,4,2,16,12,12,17,7
1,3,2,3,33,24,33,66
6,7,10,3,15,21,11,6
5,4,3,7,1,1,1,5
0,3,3,0,0,0,0,0
14,17,17,9,0,0,0,0
73,49,76,68,3,8,5,2
59,72,50,17,0,1,2,0
30,33,18,73,1,2,0,2
0,0,0,0,0,0,0,0
36,43,23,57,0,0,0,0
22,9,18,1,14,27,25,25
14,9,14,17,81,100,58,437
77,101,58,129,9,22,20,6
0,0,0,0,6,7,7,0
0,0,0,1,8,9,8,5
0,1,1,0,10,17,11,4
4,1,2,2,4,9,6,14
71,81,66,103,50,42,26,5
39,49,46,19,39,42,29,15
5,8,12,14,0,0,0,0
21,31,15,12,13,8,9,0
18,14,15,59,12,9,6,12
11,14,6,3,53,47,34,60
23,17,22,13,3,3,6,4
67,53,46,81,0,6,4,3
9,5,4,6,39,34,32,29
4,1,2,6,2,1,1,0
37,39,44,54,1,0,0,0
17,9,12,2,0,0,0,0
1,2,1,1,65,78,76,11
0,0,0,0,0,0,0,0
4,3,1,1,13,6,12,7
4,3,4,5,11,8,13,10
98,84,103,142,5,3,1,3
0,0,0,0,1,3,2,0
5,2,3,1,20,26,40,38
40,35,44,44,4,6,9,7
0,0,0,0,3,3,1,9
7,8,9,5,2,1,2,2
3,1,2,0,6,6,2,3
64,74,69,37,1,1,0,1
11,6,6,8,0,0,0,0
65,81,57,38,14,11,20,4
17,19,11,19,37,31,35,34
14,13,12,2,19,14,19,4
5,10,6,12,0,0,1,0
1,0,2,0,0,0,1,1
2,4,7,6,12,13,11,1
12,11,6,3,61,67,67,56
55,40,42,16,16,11,22,28
23,24,18,35,1,9,2,2
3,1,1,5,10,6,6,8
2,4,3,1,35,22,16,27
10,13,16,3,31,29,28,124
49,55,30,6,28,27,31,3
0,1,1,0,0,0,0,0
7,12,14,3,1,1,0,1
13,11,7,7,4,7,5,11
1,6,4,0,5,4,4,2
1,0,0,0,35,43,45,35
64,37,40,28,11,21,8,1
1,1,0,0,0,0,0,0
22,17,22,5,0,0,0,0
14,24,21,53,22,18,16,8
0,0,0,0,12,13,9,17
3,13,7,7,4,12,6,2
3,5,3,2,65,51,70,9
7,8,6,7,12,18,15,8
3,7,8,1,36,31,33,27
1,0,0,0,4,3,1,4
71,63,50,12,10,16,17,9
35,42,38,76,0,2,0,0
0,0,0,1,1,2,2,1
0,0,0,0,0,0,0,0
44,34,39,30,0,0,0,0
11,12,15,12,2,4,0,2
0,0,1,0,19,22,15,2
0,0,0,0,57,37,59,28
1,1,0,1,11,9,16,13
0,0,0,0,2,0,0,2
0,0,1,2,17,13,8,3
17,16,34,48,5,2,1,0
20,19,20,10,7,7,12,48
11,15,18,7,5,4,3,4
1,1,2,0,0,5,3,3
21,19,20,2,1,0,0,2
14,17,12,14,35,25,20,75
12,7,11,7,0,3,2,12
3,6,4,2,1,0,0,0
24,22,25,10,9,11,11,16
48,51,46,7,33,37,28,74
23,15,11,15,5,7,17,4
13,13,11,0,38,28,42,24
0,1,1,0,22,16,14,0
2,3,4,3,93,95,68,347
20,16,26,33,2,6,0,8
31,44,41,70,13,13,8,7
0,0,0,0,9,8,2,6
8,10,9,7,20,18,14,25
38,50,53,32,8,8,6,7
5,3,5,8,0,3,1,2
21,20,12,34,29,37,27,31
10,6,15,6,59,40,55,41
2,6,3,0,50,57,48,16
0,0,0,0,29,27,29,51
35,43,39,12,51,40,42,81
0,0,0,0,8,5,6,8
42,47,41,16,94,72,99,295
24,16,26,13,6,1,7,12
1,3,7,7,36,18,28,8
12,14,10,2,10,12,21,10
0,0,0,0,5,3,3,3
1,0,0,1,65,61,63,27
20,27,22,8,38,37,53,20
10,9,6,4,31,34,20,39
4,5,8,9,1,0,0,0
6,4,3,5,13,8,10,0
14,20,24,4,0,0,0,0
6,5,7,2,0,0,0,0
57,42,51,158,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,9,2,10,0
3,1,5,7,4,6,8,0
4,0,2,2,21,31,25,3
44,49,41,43,0,1,0,2
12,14,16,2,2,3,3,0
9,4,11,5,21,22,31,15
1,2,2,1,1,2,2,1
13,20,21,6,5,5,10,0
46,29,46,26,0,1,0,0
1,2,3,1,16,10,12,3
57,59,66,35,0,0,0,0
62,60,63,87,119,87,98,165
10,9,11,16,2,3,1,7
3,3,6,7,33,31,24,9
0,0,0,0,28,28,28,3
23,29,26,15,10,11,9,7
13,22,19,5,0,2,2,0
8,7,1,23,0,0,1,0
0,0,0,0,2,3,2,10
62,70,62,43,4,6,3,3
4,4,2,20,5,5,4,15
22,20,29,18,28,38,24,77
3,0,4,3,0,0,0,0
14,8,15,15,7,12,12,21
20,24,20,18,0,0,0,1
10,11,5,18,1,4,7,3
5,1,2,2,31,34,33,58
5,11,6,22,30,42,12,26
40,32,49,32,19,22,9,6
27,28,27,41,10,8,17,11
3,0,2,2,7,18,21,14
26,20,32,22,41,43,38,13
6,7,4,6,0,0,0,1
0,1,0,0,0,0,0,0
6,8,12,8,4,1,2,3
1,0,3,1,0,1,4,1
3,1,3,0,28,39,47,57
1,3,2,1,4,3,5,7
35,49,39,9,20,16,16,15
21,16,24,23,41,45,41,71
2,1,3,2,38,42,37,32
0,0,0,0,7,13,17,5
10,3,9,2,43,53,46,24
0,0,0,0,14,11,22,27
93,67,91,176,14,13,32,27
4,6,6,2,1,0,0,0
10,12,13,9,0,0,0,0
0,3,3,3,70,72,52,23
6,8,8,5,27,41,28,17
23,23,25,28,0,0,0,0
27,29,50,30,16,7,8,25
18,14,13,5,1,1,4,3
6,9,5,9,0,0,0,0
3,5,5,6,0,0,0,0
0,0,0,0,25,31,44,62
19,16,16,29,29,24,20,19
0,0,2,2,0,0,0,0
0,0,0,0,2,1,0,0
0,1,0,1,15,13,16,14
0,1,0,1,0,0,0,0
2,4,0,1,8,8,7,3
0,0,2,1,4,6,2,4
16,11,16,4,4,2,1,9
21,28,20,17,17,13,27,15
2,4,2,5,13,2,2,1
3,2,2,2,0,0,0,0
4,6,5,6,4,11,4,14
10,6,10,31,43,30,38,42
1,2,5,0,2,1,1,2
5,4,4,12,1,1,0,2
21,8,18,9,5,4,2,0
11,7,5,9,12,15,12,28
4,8,7,6,25,23,31,58
7,10,10,16,5,11,10,2
0,0,0,0,1,1,1,0
54,40,75,32,16,9,16,56
39,38,37,11,17,17,18,7
1,0,0,3,10,8,4,17
0,0,0,0,3,7,8,10
40,34,35,1,6,14,14,5
