"sim24_repl1_input","sim24_repl1_high","sim24_repl1_med","sim24_repl1_low","sim24_repl2_input","sim24_repl2_high","sim24_repl2_med","sim24_repl2_low"
5,11,18,10,17,15,25,14
0,0,0,0,11,17,7,57
44,38,49,12,6,6,18,41
5,13,4,0,3,1,4,5
1,1,7,7,11,10,7,5
10,12,7,21,1,1,0,1
20,20,21,3,22,26,32,41
2,0,2,0,32,21,24,65
62,44,60,9,0,0,0,0
4,6,6,0,3,11,8,11
30,33,20,16,14,3,6,1
4,3,1,0,21,37,27,37
5,7,5,2,10,11,10,11
3,3,0,0,36,33,28,71
8,16,7,4,15,20,14,24
3,5,1,1,1,2,0,0
3,6,2,8,0,0,0,0
15,15,19,23,0,0,0,0
74,64,63,16,5,7,5,9
68,34,63,172,0,0,0,0
25,35,24,39,2,1,0,0
0,0,0,0,0,1,0,0
27,40,39,16,0,0,0,0
28,18,13,24,14,33,24,3
14,16,20,0,101,103,80,205
85,92,87,81,16,22,24,1
0,0,0,0,2,4,4,2
0,1,0,0,8,10,7,7
1,0,0,0,8,9,9,14
0,1,0,1,5,7,5,33
70,67,76,54,27,39,43,14
34,27,44,0,31,26,37,66
11,11,3,5,0,0,0,0
22,14,16,2,12,14,9,4
21,17,26,8,13,12,8,8
8,5,12,6,39,45,29,31
17,29,17,33,5,2,5,5
32,64,47,40,4,3,1,9
5,3,4,2,31,41,30,82
8,6,5,7,2,3,0,2
37,46,38,52,0,0,0,0
12,12,17,11,0,1,0,0
1,4,0,0,73,64,70,49
0,0,0,0,0,0,0,0
1,2,3,1,12,8,8,8
2,1,1,4,12,8,12,9
104,98,100,50,5,1,3,0
0,0,0,0,0,2,2,0
5,5,1,2,19,31,30,36
40,30,40,77,9,5,10,1
0,0,0,0,7,5,3,6
5,6,7,9,2,8,1,5
1,0,1,0,5,8,5,14
68,62,69,95,1,0,3,0
8,5,3,3,0,0,0,0
56,83,53,115,12,25,19,15
19,18,19,14,42,30,57,170
9,14,12,16,11,18,12,0
11,6,10,2,0,0,0,0
0,0,0,0,0,0,0,0
4,3,6,7,7,8,16,13
10,12,17,9,82,52,81,192
37,55,38,60,12,10,12,17
27,20,20,19,4,4,2,3
2,1,1,0,12,7,10,13
5,1,3,0,23,23,40,31
17,8,14,54,39,38,25,10
41,56,38,8,25,31,19,2
0,2,0,0,0,0,0,0
14,12,13,3,1,1,1,1
8,8,11,7,6,12,7,10
0,3,1,0,3,7,7,3
0,0,0,0,37,39,31,25
37,61,26,95,13,17,12,0
2,1,1,0,0,0,0,0
14,22,18,21,0,0,0,0
25,24,26,37,19,19,16,23
0,0,0,0,14,11,10,2
7,9,11,5,6,7,7,0
3,0,9,2,52,82,51,70
7,12,8,8,17,15,12,12
7,4,5,3,35,25,39,41
0,0,0,0,2,3,2,2
69,55,67,76,15,16,23,11
38,47,43,23,0,1,0,0
0,0,0,0,2,1,1,1
0,0,0,0,0,0,0,0
41,50,43,8,0,0,0,0
6,5,10,8,3,3,2,2
1,0,0,0,18,11,14,11
0,0,0,0,57,29,54,24
1,1,1,3,20,18,12,26
0,0,0,0,0,0,0,0
0,1,0,0,10,4,16,20
28,27,17,73,4,2,2,0
14,15,39,16,12,11,7,10
3,19,6,12,1,2,2,0
2,1,0,1,5,4,1,2
18,18,20,46,0,0,1,2
20,18,17,28,22,18,21,55
13,11,2,4,1,0,3,6
2,7,4,3,0,0,1,0
28,32,28,14,9,8,6,26
42,40,62,30,27,35,20,4
20,18,21,19,8,8,8,6
7,11,8,16,41,39,28,25
0,0,0,0,20,25,13,11
2,2,4,3,93,93,112,59
23,21,29,37,3,3,3,2
32,42,40,4,20,14,16,16
0,0,0,0,7,6,17,7
9,10,10,9,17,14,19,37
42,36,51,77,6,2,10,14
0,0,4,9,0,0,0,0
18,5,21,7,20,26,18,5
10,15,8,5,50,55,56,94
7,4,3,6,51,62,45,41
0,0,0,0,37,36,29,18
39,48,34,44,31,31,46,38
0,0,0,0,5,10,20,11
29,24,59,10,79,89,79,29
19,26,21,1,4,4,3,2
3,2,3,6,28,22,24,22
10,10,10,0,11,14,9,3
0,0,0,0,6,6,7,9
1,4,1,0,59,45,62,38
25,22,19,16,49,47,39,77
5,8,3,8,42,20,39,41
8,4,5,7,0,0,0,0
4,8,5,4,13,11,10,19
10,19,10,7,0,0,0,0
8,7,7,10,0,0,3,2
43,55,46,45,0,0,0,0
0,0,0,0,0,0,0,2
0,0,0,0,5,4,4,12
1,7,2,1,2,5,3,2
4,2,3,1,31,34,12,35
60,55,57,9,0,1,1,4
17,11,15,5,3,1,0,0
6,8,6,3,25,28,23,5
3,1,1,0,0,1,2,6
20,13,16,18,15,5,18,16
36,44,41,19,0,2,0,0
2,3,1,10,15,11,16,8
61,55,54,27,0,0,0,0
53,63,62,22,102,87,98,100
10,12,8,26,7,2,3,4
9,7,3,3,24,22,40,26
0,0,0,0,19,23,23,20
17,17,19,17,13,7,7,30
18,14,17,5,3,3,1,1
4,6,9,1,0,0,1,0
0,0,0,0,4,2,6,2
76,84,57,49,4,4,4,15
4,3,0,11,9,3,5,9
20,24,31,6,24,17,28,43
3,1,1,3,0,0,0,0
16,16,11,11,11,11,13,6
25,17,32,19,0,0,1,0
7,8,7,14,4,3,5,2
3,0,4,8,43,35,37,55
6,15,8,2,28,34,24,37
40,41,37,42,30,22,16,17
31,31,29,40,16,15,11,1
0,2,2,2,14,17,17,6
23,24,29,27,46,34,32,20
4,6,4,15,0,0,0,1
0,0,0,0,0,0,0,0
8,5,6,3,3,2,4,2
0,1,3,1,4,0,0,1
4,2,4,2,36,46,50,29
0,1,1,4,8,6,9,10
55,42,44,74,13,17,8,12
23,33,20,16,54,39,40,67
1,8,2,2,41,36,48,10
0,0,0,0,10,7,5,7
6,10,10,6,47,38,43,174
0,0,0,0,20,20,23,12
77,77,80,73,22,20,24,7
6,3,3,2,2,2,0,0
10,11,10,19,0,0,0,0
5,2,5,1,67,60,57,26
11,3,9,5,26,38,26,21
29,32,13,17,0,0,0,0
37,25,45,32,8,6,6,4
12,8,12,18,3,6,4,1
4,7,11,2,0,0,0,0
9,4,7,10,0,0,0,0
0,0,0,0,36,52,32,18
14,17,15,20,23,31,20,28
0,2,3,0,0,0,0,0
0,0,0,0,0,2,2,0
0,0,0,1,17,19,11,12
0,1,2,1,0,0,0,0
1,2,4,6,3,3,10,6
0,1,2,2,1,2,2,0
20,13,14,10,3,5,5,1
20,22,22,11,18,19,15,21
4,1,3,0,2,5,8,4
9,2,4,12,0,0,0,0
7,11,3,13,3,3,4,5
15,16,8,17,22,32,35,47
2,1,4,1,3,0,0,1
5,5,1,2,0,1,0,1
12,16,15,36,5,8,3,2
8,4,4,4,12,11,7,7
4,8,6,6,27,29,23,27
9,10,9,6,6,7,8,22
0,0,0,0,0,0,0,1
45,57,60,85,10,9,9,10
47,34,38,33,20,16,19,1
1,1,0,0,7,9,8,11
0,0,0,0,4,8,2,14
40,31,31,6,15,6,10,24
0,0,0,0,66,72,66,114
23,27,23,18,4,8,2,2
96,91,110,76,17,16,16,5
35,28,26,39,4,0,0,0
1,0,3,3,7,7,13,5
72,60,54,23,8,2,6,6
2,1,3,2,25,21,39,11
1,4,2,2,2,3,2,3
3,4,2,3,26,23,28,3
27,27,29,36,65,58,50,24
3,3,0,6,0,6,1,4
17,24,23,20,10,5,9,12
0,2,1,1,23,20,23,3
2,5,1,7,0,0,0,0
49,48,46,11,14,19,17,8
17,19,18,4,52,49,45,16
0,0,0,0,8,2,4,0
15,21,24,31,27,24,25,34
9,15,13,12,0,1,1,0
19,17,22,24,0,0,1,0
0,0,0,0,67,66,54,39
2,4,6,0,1,1,1,0
2,2,1,3,0,2,3,0
0,0,0,0,0,0,0,0
2,4,3,4,10,17,12,9
0,0,0,0,3,5,1,0
29,38,40,1,7,10,8,29
0,1,0,0,5,1,2,1
10,23,16,15,0,0,0,0
5,1,2,1,1,0,1,0
7,14,8,6,4,9,7,4
45,52,33,55,22,26,20,15
16,17,13,6,1,0,1,0
7,7,5,10,16,24,23,29
22,24,28,12,21,38,27,21
1,1,0,0,8,15,11,8
0,0,0,0,6,3,10,2
50,50,60,27,0,0,0,0
1,1,0,2,25,18,26,20
14,17,8,25,43,38,35,35
16,9,17,31,11,11,10,18
84,81,86,34,6,5,2,4
14,9,14,14,57,64,46,51
5,4,5,8,1,2,1,1
2,1,1,2,36,45,40,11
0,0,0,0,7,6,7,9
0,0,0,0,18,9,17,7
1,0,1,0,0,0,0,0
3,2,2,3,3,3,3,2
45,32,29,16,73,67,75,29
17,18,12,32,28,17,25,24
2,3,3,2,2,3,7,2
17,15,9,0,1,3,4,0
5,9,4,5,1,0,0,0
0,0,0,0,10,18,6,44
7,9,13,3,4,5,0,7
0,0,0,0,2,0,4,1
0,0,1,1,108,121,72,47
18,33,21,7,0,0,0,1
6,13,14,18,10,6,10,6
0,1,0,0,10,9,3,5
1,2,1,0,0,0,0,0
15,14,15,31,0,0,0,0
0,1,1,3,2,1,2,1
0,0,1,0,46,53,39,3
2,2,6,5,0,0,0,0
10,13,15,4,0,0,0,0
6,3,7,10,2,4,1,2
0,0,0,0,0,0,0,0
58,41,48,54,0,0,0,0
14,13,15,11,3,3,1,0
27,31,26,16,23,18,15,12
1,1,0,0,11,15,9,4
8,8,10,5,0,0,0,0
7,11,9,7,0,0,2,0
0,0,0,0,66,86,41,26
33,38,25,18,43,47,33,23
1,1,3,1,0,0,0,0
2,2,1,0,1,0,4,7
26,17,22,23,6,8,5,21
84,73,79,48,0,0,0,0
11,8,20,7,30,45,33,75
25,19,18,13,30,30,30,26
29,37,27,6,36,36,25,17
0,0,0,0,46,36,41,24
10,14,9,10,0,0,0,0
37,36,40,22,27,18,21,18
0,2,0,0,2,3,4,8
6,3,6,5,0,2,0,0
3,7,6,5,8,9,4,2
0,2,1,2,0,1,0,1
14,27,14,39,6,4,4,2
10,6,8,3,3,5,7,0
1,1,2,2,5,7,6,4
0,0,0,0,6,4,7,7
0,0,0,0,65,61,57,36
32,27,28,14,9,10,13,18
1,0,1,4,7,6,5,10
27,31,34,9,1,1,1,1
0,0,0,0,17,12,27,12
0,0,0,0,2,4,3,0
10,15,11,4,39,48,45,150
7,13,14,8,12,15,7,9
0,0,0,0,22,14,22,16
4,1,3,2,37,25,45,25
9,8,3,0,19,15,21,10
1,1,0,2,1,0,2,1
5,5,7,4,59,56,65,52
23,16,33,35,0,0,0,0
4,6,8,1,0,2,2,0
4,7,11,3,11,7,9,24
0,0,1,0,9,18,15,20
0,2,2,1,1,1,0,0
1,0,0,0,0,0,0,0
3,8,1,0,72,82,83,60
5,11,4,2,19,15,13,3
13,12,15,7,0,0,2,1
11,6,14,3,0,1,2,0
27,8,16,51,13,12,14,15
49,63,54,28,27,23,11,29
0,0,0,0,14,16,16,12
0,0,0,0,14,8,3,19
3,8,4,11,2,3,8,4
0,0,0,1,0,0,0,0
5,3,2,3,46,58,39,26
47,39,46,20,17,27,18,16
0,0,0,0,2,5,2,1
12,18,12,9,0,0,0,0
23,17,18,20,5,3,9,1
3,1,2,0,53,57,60,24
1,0,0,1,0,0,0,0
27,38,44,11,4,4,1,0
1,3,5,2,3,2,4,0
152,134,182,218,17,6,12,25
8,6,5,5,1,2,1,8
13,19,15,0,43,24,30,34
65,51,51,17,33,32,42,111
50,60,48,101,13,6,15,19
18,20,16,11,10,12,10,14
0,0,0,0,19,20,18,16
1,1,1,0,29,30,17,37
0,0,0,0,2,5,7,10
8,5,3,3,26,47,23,10
1,4,1,3,16,21,23,17
125,136,100,46,52,30,63,69
65,46,75,19,69,68,75,2
11,10,16,4,9,16,15,16
0,0,0,0,8,4,7,4
7,7,1,8,22,38,29,20
2,1,2,1,2,5,2,1
5,1,2,2,11,7,10,3
8,12,7,7,11,7,20,9
2,1,1,0,7,8,7,13
3,10,3,5,7,4,2,0
1,9,7,5,61,66,52,30
5,6,4,2,3,1,9,1
31,40,33,32,21,21,21,16
0,0,0,0,5,6,4,18
49,65,61,47,0,0,0,0
9,11,12,14,32,42,41,35
37,28,55,31,54,71,95,162
0,0,0,0,5,7,5,1
51,54,48,64,2,6,8,7
31,20,21,9,8,9,6,15
20,22,9,51,60,92,56,8
22,26,35,16,46,31,30,58
1,5,2,2,0,0,0,0
33,24,53,47,4,4,5,11
7,0,7,1,3,9,5,3
0,0,0,0,31,30,39,22
4,4,3,4,0,0,0,0
21,30,33,15,134,135,97,46
7,2,7,6,58,88,61,8
72,66,68,62,59,38,30,30
15,16,12,52,5,6,5,3
0,0,0,3,25,35,28,5
2,7,3,2,7,7,6,1
15,19,27,69,77,79,65,44
35,35,31,1,2,4,2,19
1,4,1,2,7,10,11,0
10,12,16,7,0,0,0,0
9,12,9,7,0,0,0,0
1,1,6,2,0,0,0,0
54,73,64,89,0,0,0,0
73,66,96,40,60,50,48,79
30,49,42,54,12,14,12,13
3,2,4,3,14,18,13,26
0,0,0,0,0,0,0,0
24,17,29,6,1,2,1,1
14,15,22,12,29,30,18,1
0,0,0,0,17,13,20,9
31,29,42,33,7,11,5,7
0,1,0,0,15,10,22,15
28,39,24,4,10,6,5,1
0,0,2,0,1,0,2,4
2,2,5,11,2,2,1,0
3,2,2,2,0,0,0,0
16,25,21,16,1,3,0,4
3,3,8,6,10,9,23,3
32,25,20,78,19,8,9,14
0,1,1,1,34,27,32,10
19,38,24,21,0,2,0,0
8,15,15,35,26,10,16,27
21,23,24,69,21,22,29,15
1,2,1,13,7,4,8,0
93,82,108,60,0,0,1,0
0,0,0,0,9,12,7,15
2,2,1,2,3,2,2,1
0,0,0,0,0,0,0,0
0,1,1,0,16,18,16,15
0,0,0,0,65,61,45,97
1,0,2,2,0,1,5,0
16,16,9,3,1,2,2,3
0,2,1,0,8,1,2,0
2,4,9,8,11,12,8,9
15,16,14,2,7,5,1,2
4,2,2,1,0,0,0,0
6,3,3,3,32,43,39,17
3,2,1,2,36,20,29,96
4,5,6,1,15,19,16,11
0,2,0,1,3,7,3,5
44,31,27,23,4,1,3,0
11,9,9,32,1,0,3,0
3,1,5,3,1,3,2,3
10,11,7,12,21,16,22,7
22,20,16,16,9,7,7,7
26,27,41,80,43,50,37,48
3,4,2,7,12,17,18,71
22,21,13,4,0,0,0,0
13,10,12,11,10,16,11,3
14,19,16,15,62,71,56,35
0,1,0,0,0,1,0,0
30,10,16,54,61,61,58,23
16,14,12,7,13,14,9,1
0,0,0,0,0,0,0,0
12,9,15,4,3,4,6,5
13,16,19,2,15,17,13,9
0,0,0,0,0,0,1,0
5,5,6,9,3,3,7,8
3,4,2,0,29,34,38,23
1,1,2,0,0,2,0,0
11,14,3,9,2,1,3,1
1,3,3,3,0,0,0,0
6,9,4,3,3,2,6,9
19,20,19,10,13,20,20,9
1,1,0,3,0,0,0,0
0,2,3,4,19,15,20,15
17,23,9,8,23,27,28,1
23,21,13,16,4,8,6,3
2,1,4,4,38,39,45,13
19,25,21,8,11,13,9,8
22,19,28,29,6,9,12,18
20,17,13,8,21,13,31,1
43,37,43,63,4,4,2,3
3,4,5,5,14,14,10,8
45,55,46,27,2,2,0,4
68,86,77,49,9,6,8,25
3,8,2,5,21,10,19,31
44,69,52,54,3,2,4,6
33,27,35,65,23,21,30,41
1,2,3,1,25,13,19,11
0,0,0,0,29,22,19,16
2,4,5,5,45,36,34,26
17,15,22,3,0,0,0,0
1,1,1,2,0,0,1,1
70,74,59,87,0,1,0,0
5,5,7,10,12,20,11,7
24,36,26,43,0,0,0,0
1,5,6,6,29,18,33,10
45,47,48,15,22,40,17,2
1,1,0,1,64,47,48,13
6,6,11,11,4,6,5,8
0,1,0,0,5,2,1,1
78,56,70,7,11,8,15,5
6,7,7,0,3,3,3,0
86,113,74,48,16,20,18,3
46,66,41,63,0,0,0,0
31,34,46,17,38,47,38,12
0,2,0,2,8,4,6,8
8,4,5,14,0,0,0,0
14,7,14,16,0,0,0,0
0,1,1,0,21,16,24,4
8,10,6,3,13,13,13,13
0,0,0,0,30,38,30,22
63,69,41,13,0,1,0,0
11,6,11,2,18,20,18,26
19,28,16,38,21,38,21,1
18,13,16,1,0,2,0,0
2,3,2,5,6,5,3,2
26,23,25,4,37,27,38,27
0,0,0,0,0,0,0,0
60,60,64,47,29,25,24,11
24,25,18,27,6,6,7,4
19,20,11,3,27,23,27,23
33,27,48,50,65,66,57,14
5,7,7,22,8,9,4,5
0,0,0,0,73,79,58,51
2,0,1,3,9,5,7,2
57,54,39,34,33,33,43,14
65,61,76,24,2,1,0,0
4,0,1,2,3,5,2,1
3,9,13,48,41,43,32,6
2,4,3,2,0,0,0,0
105,90,142,29,2,3,3,4
0,0,0,0,21,17,19,1
4,10,3,1,0,0,0,0
0,0,1,0,2,7,7,17
0,0,0,0,0,0,0,0
1,1,0,1,7,5,3,30
3,3,8,4,0,0,1,3
4,6,9,3,4,2,1,0
9,10,2,5,46,46,52,11
38,32,29,26,3,0,7,0
0,0,4,0,2,1,2,2
6,5,6,1,0,0,0,0
0,3,0,0,0,0,2,0
3,3,2,4,7,5,6,1
46,23,31,25,0,1,0,0
