"sim28_repl1_input","sim28_repl1_high","sim28_repl1_med","sim28_repl1_low","sim28_repl2_input","sim28_repl2_high","sim28_repl2_med","sim28_repl2_low"
16,9,11,0,14,23,26,35
0,0,0,0,17,14,14,21
33,36,29,38,7,7,13,4
13,6,11,12,5,3,3,1
2,6,7,0,8,14,6,1
12,16,8,19,0,2,1,1
24,21,20,41,27,15,26,30
0,1,0,2,23,19,33,8
54,74,53,89,0,0,0,0
5,4,2,7,7,6,12,7
26,18,32,2,9,8,4,10
5,2,3,0,18,21,29,41
4,7,5,1,12,6,16,28
4,3,4,3,38,42,35,29
7,10,8,10,10,13,17,14
2,2,4,0,2,0,2,3
3,3,2,0,0,0,0,0
7,15,20,14,0,0,0,0
64,61,48,18,8,5,3,1
51,69,66,115,0,0,0,0
37,26,36,3,0,2,0,3
0,0,0,0,0,0,0,0
33,43,33,29,0,0,0,0
17,20,27,0,20,15,21,7
5,15,5,8,94,94,82,113
78,81,85,65,15,16,27,29
0,0,0,0,4,7,4,7
0,1,0,0,5,7,8,27
1,4,2,0,6,8,9,4
1,1,1,0,9,10,4,6
87,50,94,114,29,45,40,16
37,51,28,11,35,52,31,14
7,11,8,9,0,0,0,0
24,27,20,25,8,10,3,16
15,17,16,13,7,6,9,20
9,14,13,6,36,19,32,82
25,27,23,10,6,3,4,0
64,55,55,52,7,5,3,1
2,0,3,1,43,40,26,16
5,1,1,1,4,0,2,4
45,47,29,80,0,0,0,0
11,17,6,9,0,0,1,0
1,2,1,0,64,73,75,29
0,1,0,0,0,0,0,0
0,3,3,1,13,9,5,2
4,3,3,0,16,10,11,19
89,86,87,116,3,5,0,15
0,0,0,0,1,2,1,1
1,2,1,0,32,25,20,19
52,39,39,40,6,4,8,5
0,0,0,0,5,3,6,9
8,10,12,2,1,2,0,2
1,2,0,0,5,1,7,4
62,79,65,54,3,1,0,0
6,5,6,2,0,0,0,0
68,71,75,37,21,11,17,12
17,17,20,44,55,21,47,20
6,6,20,1,11,17,17,0
1,12,10,3,1,0,0,1
0,0,0,1,0,0,0,0
6,3,1,14,9,7,9,3
11,9,7,4,60,69,75,54
41,61,38,21,5,11,18,8
24,20,25,28,3,4,5,4
7,5,5,3,9,7,5,8
4,5,4,7,24,27,33,48
19,19,20,3,32,31,31,18
41,54,39,67,22,22,33,24
0,2,0,2,0,0,0,0
9,13,12,43,2,1,0,0
12,10,18,11,6,9,10,4
2,6,2,2,1,2,3,0
0,0,0,0,34,28,50,92
37,40,37,17,8,11,7,4
0,0,0,0,0,0,0,0
22,24,19,15,0,0,1,0
23,16,26,23,17,21,15,15
0,0,0,0,13,10,11,31
8,10,1,7,8,6,8,9
6,0,4,10,78,62,85,54
13,7,9,4,11,9,17,43
1,4,4,0,38,37,44,12
0,0,0,0,6,0,2,1
59,49,75,49,14,20,17,29
56,36,41,6,4,1,0,2
0,0,0,0,0,1,1,2
0,0,0,0,0,0,0,0
40,34,46,27,0,0,0,0
8,9,8,3,4,3,3,2
0,0,0,0,20,20,14,8
0,0,0,0,52,57,40,46
0,1,2,0,17,17,18,36
0,0,0,0,0,0,0,0
1,0,0,2,11,11,14,4
35,33,19,29,0,2,0,3
17,23,19,12,17,10,6,0
8,10,7,18,6,2,4,3
1,1,1,2,4,6,6,1
17,29,14,9,1,3,2,1
19,17,11,18,22,17,14,39
8,18,12,14,2,2,1,6
5,6,10,1,1,1,1,1
25,35,15,55,10,14,5,0
39,46,34,25,31,22,36,49
22,28,16,4,8,14,15,2
18,13,12,12,41,37,33,11
0,0,0,0,14,19,29,13
1,3,3,6,95,103,72,173
21,15,22,4,7,2,6,4
45,45,44,10,14,8,14,7
0,0,0,0,6,7,5,5
11,7,7,3,14,20,15,5
38,40,51,65,2,9,6,8
5,2,4,6,0,1,0,0
9,2,7,12,29,23,13,10
12,7,7,2,48,63,45,54
8,6,0,0,62,42,53,41
0,0,0,0,28,35,27,51
52,37,34,28,45,44,34,17
0,0,0,0,5,8,12,5
39,40,41,76,88,81,78,30
22,21,16,22,6,5,6,5
2,2,10,2,29,31,23,39
9,15,6,0,15,13,11,1
0,0,0,0,7,6,4,6
0,1,1,2,51,48,54,77
21,11,16,0,42,38,38,30
11,5,3,1,31,26,34,32
9,1,2,5,0,1,0,0
9,3,2,9,9,6,5,3
22,18,22,21,0,0,0,0
5,6,3,17,0,0,1,2
48,52,43,63,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,12,7,8,7
5,8,5,3,7,7,6,0
2,3,4,8,26,29,18,36
48,30,52,57,0,2,2,0
13,7,12,17,6,2,2,3
6,4,7,2,18,17,14,30
0,1,0,0,2,3,0,1
15,22,9,3,10,10,6,3
36,39,35,11,0,0,0,0
2,2,5,9,11,7,19,23
57,78,75,18,0,0,0,0
61,79,57,40,93,79,108,158
9,5,12,6,3,5,0,2
3,4,6,2,31,30,26,72
0,0,0,0,23,20,22,5
17,34,24,10,14,17,14,19
9,10,14,56,0,2,1,5
6,5,9,4,0,0,0,0
0,0,0,0,4,2,1,2
62,68,53,82,6,5,4,13
3,3,5,8,4,8,3,3
17,20,19,35,32,23,29,17
4,0,3,1,0,0,0,0
20,23,15,10,12,11,10,2
23,19,29,3,3,0,0,0
8,14,8,10,5,3,2,8
5,2,4,8,42,34,47,9
6,6,6,20,36,30,24,2
47,45,43,42,14,18,14,19
37,32,24,11,8,14,10,23
0,1,0,4,33,17,18,27
28,24,29,18,42,43,32,29
4,3,2,3,0,1,0,0
0,0,1,0,0,0,0,0
12,6,6,5,3,5,0,2
1,0,0,0,0,2,1,1
0,2,1,0,42,29,65,26
0,1,0,1,6,4,11,6
45,37,38,69,13,23,15,7
24,25,20,28,35,54,36,29
4,0,3,4,54,33,54,22
0,0,0,0,5,16,3,4
7,3,5,1,37,47,43,98
0,0,0,0,23,17,19,12
74,69,89,91,23,33,11,14
5,7,10,4,1,1,1,2
6,11,9,38,0,0,0,0
5,6,6,1,53,45,60,42
6,5,9,6,35,17,23,43
31,30,30,4,0,0,0,0
28,26,38,32,7,11,8,3
