"sim7_repl1_input","sim7_repl1_high","sim7_repl1_med","sim7_repl1_low","sim7_repl2_input","sim7_repl2_high","sim7_repl2_med","sim7_repl2_low"
10,6,12,9,21,18,24,20
0,0,0,0,11,11,17,1
44,37,37,33,10,10,8,2
6,6,12,1,1,4,2,2
3,7,2,7,9,6,13,2
9,14,10,11,0,0,1,1
18,20,20,9,22,22,18,12
0,0,0,0,25,22,23,22
55,67,51,48,0,0,0,0
9,6,5,1,6,4,4,11
25,24,30,40,5,7,4,1
4,3,1,3,25,32,12,11
5,1,8,9,14,9,14,20
3,3,3,0,44,28,39,7
6,13,7,5,15,19,19,4
2,5,4,2,2,2,0,1
4,4,0,5,0,0,0,0
20,18,17,9,0,0,0,0
64,59,69,118,4,3,4,13
65,72,67,16,0,1,0,0
24,23,45,20,1,0,0,0
0,0,0,0,1,0,0,0
38,40,40,6,0,0,0,0
15,24,14,16,24,28,17,55
18,21,17,5,73,93,70,97
84,74,96,86,17,13,17,68
0,0,0,0,8,3,1,6
0,0,0,0,8,6,11,6
1,2,2,0,13,10,10,38
2,1,2,1,6,7,11,1
76,76,72,119,26,25,38,10
38,43,26,31,41,42,46,22
11,8,10,3,0,0,0,0
16,30,16,16,9,3,7,0
22,12,19,18,12,12,8,10
5,7,7,24,37,38,27,11
26,22,23,31,2,6,0,1
41,57,47,16,2,6,0,1
4,6,2,2,23,28,36,48
1,7,5,5,1,3,1,4
44,35,52,1,0,0,0,0
14,16,13,10,2,0,2,0
1,3,0,2,67,64,85,101
0,1,0,0,0,0,0,0
4,1,0,2,4,13,9,0
1,3,3,0,10,11,7,4
93,105,112,128,7,3,3,1
0,0,0,0,0,4,1,0
8,1,2,4,25,28,29,8
44,39,36,58,5,6,7,2
0,0,0,0,5,7,2,4
9,13,9,2,0,6,1,1
1,0,0,0,7,4,3,1
76,72,76,55,2,2,1,0
7,1,2,6,0,0,0,0
62,68,72,26,13,7,25,22
18,15,16,14,46,43,33,26
7,9,9,10,14,17,17,49
9,8,6,3,1,0,0,0
0,0,0,0,0,0,0,0
6,2,9,2,10,12,11,4
10,11,8,41,57,35,89,100
48,44,65,28,14,14,9,25
26,24,20,41,4,3,7,20
1,4,3,1,7,5,9,14
6,0,2,2,32,22,26,27
12,34,14,11,27,34,40,27
46,51,37,53,31,35,29,25
0,0,0,0,0,0,0,0
18,21,9,11,0,0,0,0
7,9,11,3,8,12,5,19
4,3,2,0,5,3,4,10
0,0,0,0,41,52,34,63
35,23,50,5,10,9,16,3
0,1,0,0,0,0,0,0
19,23,20,1,0,0,0,0
23,18,19,7,27,16,26,9
0,0,0,0,9,10,11,14
12,10,7,21,9,6,5,1
1,2,2,2,60,71,44,76
7,7,6,5,9,13,24,10
4,6,5,12,40,40,23,37
1,0,0,0,4,1,2,3
57,71,68,41,28,17,13,33
43,30,41,90,2,0,0,1
0,1,0,0,1,2,4,1
0,0,0,0,0,0,0,0
44,43,26,10,0,0,0,0
13,7,4,5,4,2,3,7
0,0,0,0,17,18,26,49
0,0,0,0,40,48,54,67
1,1,0,0,12,19,17,3
0,0,0,0,0,1,0,0
0,0,1,2,18,13,9,9
17,21,26,37,1,1,1,0
15,16,20,7,8,7,10,11
13,10,11,17,5,5,6,2
0,2,2,0,2,2,3,1
17,21,22,43,3,2,0,1
14,16,15,16,31,38,22,47
12,8,8,10,1,3,5,0
4,6,2,6,0,0,1,1
30,22,29,141,8,14,5,2
47,34,34,3,24,33,32,27
25,21,19,12,5,6,7,7
8,10,12,26,42,31,27,40
0,0,0,0,19,16,16,8
2,3,4,1,88,100,83,77
28,25,20,36,3,5,1,4
47,44,32,42,18,14,10,25
0,0,0,0,7,2,9,1
11,13,11,13,13,15,24,5
55,54,41,67,3,7,1,7
2,3,7,0,2,1,1,2
11,14,14,5,22,34,26,12
3,6,9,4,53,58,50,20
1,4,2,1,42,51,45,113
0,0,0,1,29,45,20,3
25,50,40,29,52,48,35,21
0,0,0,0,5,12,5,18
36,44,39,77,86,93,69,20
