"sim25_repl1_input","sim25_repl1_high","sim25_repl1_med","sim25_repl1_low","sim25_repl2_input","sim25_repl2_high","sim25_repl2_med","sim25_repl2_low"
10,15,7,17,26,24,16,21
0,0,0,0,11,6,14,8
39,37,44,22,12,19,5,8
4,7,6,0,5,1,6,3
9,6,3,4,13,12,8,1
10,6,10,5,0,0,1,0
22,22,17,38,22,17,19,32
3,1,0,3,27,26,18,10
58,47,59,28,0,0,0,0
2,6,7,8,10,6,4,31
27,29,27,26,10,12,9,7
2,3,2,1,31,17,32,13
2,2,7,3,9,17,9,6
2,3,0,4,28,37,33,5
6,4,4,13,15,11,22,18
1,5,4,2,1,0,2,2
4,1,0,10,0,0,0,0
19,17,25,21,0,0,0,0
49,55,69,63,4,6,5,7
64,51,53,46,0,0,0,0
29,28,31,95,1,1,1,1
0,0,0,0,0,0,0,0
29,58,34,9,0,0,0,0
19,12,8,3,21,32,11,28
14,10,13,12,94,129,62,62
81,87,96,219,19,18,16,16
0,0,0,0,6,4,5,11
0,0,0,1,6,12,11,11
2,0,1,0,12,10,7,1
1,1,1,5,7,5,9,14
73,101,65,22,36,32,50,34
35,42,47,5,38,30,35,48
10,5,8,21,0,0,0,0
17,20,22,45,9,10,5,7
29,22,23,33,10,8,9,10
12,8,11,7,46,29,19,20
14,28,22,18,2,2,2,1
58,55,46,8,4,3,1,7
3,3,3,0,37,36,34,3
4,4,5,3,0,2,2,0
40,50,30,14,0,0,0,0
11,10,12,17,0,0,0,0
1,2,1,0,81,87,56,72
0,0,0,0,0,0,0,0
3,1,4,1,11,6,10,2
2,1,0,1,15,9,12,21
91,111,83,55,4,3,2,5
0,0,0,0,0,1,1,3
0,6,7,0,17,30,32,59
37,37,31,24,11,4,11,12
0,0,0,0,3,4,5,0
11,6,3,0,2,2,0,2
2,1,1,0,7,3,10,9
68,60,64,46,0,3,1,3
7,3,6,4,0,0,0,0
56,54,79,122,10,13,11,30
22,14,21,9,37,36,38,9
11,5,11,25,20,22,18,10
9,18,5,5,0,1,0,0
1,0,0,0,0,0,0,0
9,9,5,0,10,7,12,22
4,7,6,1,58,74,73,134
51,63,34,30,19,17,13,2
29,19,16,13,5,1,4,1
2,2,4,4,10,11,10,3
3,2,3,1,21,27,36,8
17,15,15,31,32,28,30,27
57,45,47,12,31,18,32,32
0,0,0,0,0,0,0,0
13,14,7,47,0,3,1,0
16,7,16,1,5,5,6,0
2,1,1,5,2,5,6,2
0,0,0,0,35,29,44,3
41,38,39,45,8,9,9,6
0,0,0,0,0,0,0,0
22,17,20,48,0,1,1,1
25,21,12,3,14,20,15,17
0,0,0,0,13,15,15,31
8,12,8,3,6,12,11,13
6,6,3,2,61,68,75,34
16,4,12,14,10,11,10,19
3,7,4,3,31,37,32,50
1,0,0,0,4,3,6,1
63,58,57,59,16,19,16,0
44,59,29,41,1,2,1,3
1,1,0,0,3,0,1,2
