"sim13_repl1_input","sim13_repl1_high","sim13_repl1_med","sim13_repl1_low","sim13_repl2_input","sim13_repl2_high","sim13_repl2_med","sim13_repl2_low"
9,8,6,11,23,17,15,25
0,0,0,0,13,13,14,9
27,33,44,19,14,11,8,6
7,16,3,5,1,2,2,1
1,1,3,3,7,6,14,10
7,6,16,7,0,1,0,2
28,19,28,24,26,29,22,30
1,2,1,0,28,20,24,40
45,73,45,7,0,0,0,0
3,4,4,4,4,6,4,15
16,27,23,42,6,6,7,6
2,1,2,2,26,28,30,72
6,2,6,5,8,7,12,26
3,1,2,0,28,40,24,22
15,11,6,1,17,18,18,16
4,2,4,0,1,3,1,3
2,3,4,2,0,0,0,0
11,18,15,9,0,0,0,0
48,60,55,64,8,5,4,6
52,47,85,46,0,1,0,0
34,38,34,25,1,1,1,4
0,0,0,0,0,0,0,0
29,37,31,14,0,0,0,0
15,20,16,6,26,21,18,17
12,13,12,39,80,98,67,50
79,97,76,31,24,23,21,29
0,0,0,0,2,4,3,14
0,0,0,0,9,9,3,10
3,2,2,0,17,6,9,6
2,3,3,1,9,6,10,3
82,61,72,191,34,45,38,66
34,47,38,69,28,38,41,10
5,8,9,4,0,0,0,0
25,17,34,31,19,15,6,12
11,13,16,13,5,10,17,1
10,7,4,15,38,27,36,7
21,18,24,6,3,2,6,2
55,42,60,47,3,4,1,1
5,1,2,3,26,44,40,17
9,3,4,5,1,3,6,3
21,53,34,17,0,0,0,0
6,12,8,4,1,0,0,0
1,1,1,0,79,86,51,30
0,0,0,0,0,0,0,0
2,1,1,1,11,8,11,13
1,3,2,6,11,8,13,0
97,84,95,43,3,6,0,3
0,0,0,0,1,0,3,0
3,2,5,2,22,40,30,40
38,47,40,55,5,5,3,34
0,0,0,0,6,5,5,3
3,7,3,17,2,2,7,2
0,0,0,3,3,4,4,16
62,63,70,119,0,1,1,2
7,7,4,1,0,0,0,0
57,55,69,213,17,15,20,10
19,15,28,6,40,43,41,43
13,9,14,12,14,19,19,10
12,10,9,3,0,0,0,0
1,0,0,0,0,0,2,1
10,5,3,7,12,8,6,11
5,10,9,4,68,70,34,20
47,52,35,19,15,16,18,53
22,23,29,2,7,4,5,4
3,4,5,0,6,9,8,2
4,1,2,7,22,25,28,20
18,10,30,4,32,24,33,19
54,45,45,148,29,33,27,25
1,1,1,0,0,0,0,0
15,17,9,4,0,0,4,0
8,12,8,14,8,12,11,1
7,6,2,5,7,2,3,3
1,0,0,0,28,32,43,43
42,44,41,16,9,7,9,41
0,0,1,0,0,0,0,0
14,26,23,5,0,0,0,0
20,18,30,1,12,17,9,1
0,0,0,0,12,14,8,3
12,5,6,21,6,1,4,6
1,6,2,1,73,56,60,52
6,12,9,9,12,20,15,18
7,3,2,0,36,36,41,11
0,3,0,1,3,6,1,0
55,58,50,22,15,12,21,26
46,54,36,117,1,1,2,1
1,0,2,0,3,3,1,0
0,0,0,0,0,0,0,0
44,31,38,5,0,0,0,0
7,11,7,7,3,1,3,0
0,0,0,1,20,24,18,4
0,0,0,0,52,48,62,21
1,1,1,0,10,15,22,17
0,0,0,0,1,2,2,2
0,0,1,0,12,10,5,12
28,23,34,16,3,1,1,2
15,24,22,12,9,8,10,1
6,5,11,3,3,4,4,1
1,2,1,2,7,1,1,0
22,19,26,55,0,1,3,0
19,19,16,6,30,31,27,2
9,7,14,32,2,1,1,0
5,6,7,0,0,1,0,0
26,28,29,42,10,7,14,2
44,37,41,53,33,20,34,40
19,16,14,24,4,6,7,1
16,9,23,22,41,33,35,62
0,1,0,0,20,23,15,11
4,2,2,1,93,105,105,54
15,21,23,40,4,3,2,2
38,46,46,18,15,13,6,9
0,0,0,0,12,5,5,7
6,9,10,2,15,15,15,8
37,37,58,44,7,5,7,4
2,2,3,9,0,0,0,1
13,10,12,8,17,15,33,38
8,9,10,7,49,45,57,23
3,3,2,1,47,42,50,54
0,0,0,0,28,28,29,7
27,39,41,87,47,37,50,7
0,0,0,0,15,6,6,7
37,33,41,6,80,80,83,73
16,32,29,5,4,9,7,2
6,2,5,3,31,25,31,19
10,7,8,2,9,7,6,11
0,0,1,0,5,9,8,0
0,0,0,1,78,66,56,87
16,17,19,16,50,43,51,4
7,11,5,16,26,23,28,8
6,14,7,2,0,0,0,0
0,6,5,2,7,14,9,0
14,22,16,2,0,0,0,0
13,7,4,2,2,1,0,1
52,48,39,34,0,0,0,0
0,0,0,0,1,0,1,0
0,0,0,0,4,10,8,10
8,7,5,3,4,2,4,8
2,1,3,3,30,19,24,16
58,58,57,92,2,5,2,1
21,18,16,16,6,3,4,3
6,9,4,7,23,19,23,14
