"beta_intercept","beta_neg_pred_1","beta_pos_pred_1","tau","disp","AUC"
5.89725694852706,-0.0185374716047487,-0.932763643909077,0.750538489613064,5.09598604536695,0.847
5.90216199407763,-0.0593952910754385,-0.997095164888261,0.694901014185473,5.07340978257168,0.849
5.9125284505553,-0.0224088798977334,-0.917354094964123,0.739180621285807,4.89983414197141,0.843
5.92520917862886,0.0886924973538954,-0.932055709387547,0.692317973309633,4.99110348838393,0.886
5.84012782863223,-0.0605818615621486,-0.918421532462887,0.758471435560447,4.97584849512773,0.842
5.90751361468449,-0.0281341585410899,-0.950841389765075,0.774288411669001,4.62831172553541,0.843
5.9340029081025,-0.0981581850106732,-0.937313703354158,0.755209594959177,4.60773465401086,0.817
5.87159441466928,-0.00606749257340673,-0.879495888115613,0.670625616538101,5.43129872962292,0.845
5.90937613173643,-0.00680701827963039,-0.891318145610004,0.752777462518081,5.12506211124808,0.838
5.92665519291103,-0.0595990302926294,-0.908875709714297,0.74785039933258,4.75113857807055,0.825
5.85484980491495,-0.0779567894431319,-0.914793644237764,0.818605304580394,5.01355571553352,0.815
