"beta_intercept","beta_neg_pred_1","beta_pos_pred_1","tau","disp","AUC"
7.27563644068269,0.146770379988187,-0.911880136769918,0.669018362189282,6.5712923731655,0.912
7.21626889522809,0.209653701655762,-0.90521087241248,0.702425458803859,7.3232068599065,0.93
7.26687510483599,0.163322982179946,-0.87971678768135,0.70343795157823,7.25642174535768,0.907
7.30220764968211,0.0995848988592693,-0.917475504488438,0.638925412106003,6.0080694226713,0.886
7.25504057959653,0.179842795604583,-0.91680045388678,0.691726965847564,6.53176886760189,0.923
7.32334634773019,0.209660001688931,-0.90457514821007,0.648952289381782,6.29301263559041,0.92
7.30502992656389,0.0796702823327804,-0.878341017382524,0.62921135730449,6.54643460527486,0.895
7.28998953277618,0.0963151956835695,-0.867943510503454,0.691289863206874,6.60526310412386,0.902
7.26906571837983,0.0509385515548451,-0.915437361005068,0.613894972975269,6.43810021391364,0.892
7.22305929361993,0.174633624705477,-0.909905123147862,0.707485909716281,6.05790744024843,0.902
7.18205858229589,0.141256813953562,-0.951372682749024,0.683111117509628,5.67132827274532,0.908
