"beta_intercept","beta_neg_pred_1","beta_pos_pred_1","tau","disp","AUC"
7.43656319115358,0.0540922802293571,-1.01964266491351,0.695069567868501,6.74435302816766,0.914
7.43753435120313,0.0134245948197048,-1.01718938179133,0.741504530483425,5.63460982222391,0.888
7.44437595078751,0.121467471741018,-1.00566582454058,0.659505394055762,7.65679863990097,0.927
7.43501745812744,0.0155599126823382,-1.04888771026347,0.697496043797946,6.94675899896719,0.909
7.43320225200808,0.027804215205408,-1.00713605528503,0.699361057357798,6.77300377746601,0.909
7.44322966045916,0.0109966457761546,-1.052940835095,0.661034182813022,5.99954110620482,0.902
7.44186712683669,0.0391652598730472,-0.974185981641108,0.674811379816773,6.24527522327801,0.893
7.40853754709958,0.0655693360744238,-1.04576771831252,0.703712136377416,6.01432129721928,0.906
7.4110520134279,0.0456050895110499,-1.01533828789396,0.720357381462594,6.29592017890545,0.898
7.4399934214361,0.024508511492427,-0.971882213344375,0.682072440497427,7.28656109256178,0.902
7.44266259417237,0.107749272534951,-1.02720826833207,0.641898245981642,6.35108154686969,0.919
