"beta_intercept","beta_neg_pred_1","beta_pos_pred_1","tau","disp","AUC"
7.24110037904988,0.142668443530453,-0.869862259966466,0.703338557501262,6.2284689392732,0.893
7.20759074060114,0.136912243410784,-0.835928443773206,0.675230627108817,6.22502621402644,0.892
7.25695095657532,0.204911543580865,-0.885087069663131,0.648624384081499,5.96313265137282,0.906
7.24078822760996,0.121230780776952,-0.92180099990992,0.67830967937497,6.21232759203206,0.895
7.27248679678577,0.0677126122873057,-0.880538751046307,0.65762285276215,6.67038668156841,0.877
7.31881605968472,0.126772738601888,-0.862196630396192,0.608726272511199,6.48598564004602,0.886
7.21839956416878,0.0955746877651356,-0.908294573751138,0.719352544530877,6.61116098119147,0.898
7.23783178634018,0.134650130929809,-0.860233221969312,0.700735798392957,6.06539289250099,0.881
7.25217942873098,0.227153731664487,-0.828015744219881,0.663377070893842,5.96119146856923,0.902
7.18811122836101,0.0801638881618779,-0.824336833751124,0.724716861101382,7.36162763031506,0.881
7.22389484979565,0.155322951761048,-0.849322497105222,0.622011349812656,6.56042527632118,0.9
