"beta_intercept","beta_neg_pred_1","beta_pos_pred_1","tau","disp","AUC"
5.89392366365977,0.0231196304217942,-1.00459645142445,0.651645990544006,4.05236507525929,0.875
5.87509680361551,0.00191265160473291,-1.00467776203552,0.667216932795106,3.89575171878612,0.879
5.89023333128597,0.0640154041205874,-0.996557677337237,0.63867641047531,3.9336595570815,0.88
5.89987339936026,-0.0497947810051363,-1.02210721930819,0.652943858747844,3.50716970270159,0.848
5.91081328778024,-0.0275318786305631,-1.02709630268833,0.653876067805861,4.118808520796,0.867
5.91986373964891,0.0100133338187834,-0.992160967034772,0.63367180442676,4.03836652286849,0.863
5.90971407325817,0.0168638808848478,-1.00247914567907,0.647268394783505,4.06823514170806,0.865
5.88939154431023,-0.0280081601454988,-1.03657115971637,0.686918664755145,3.7676017118432,0.864
5.87666650412054,0.0414140916220089,-1.01641573779018,0.639758682735977,3.88792417091166,0.881
5.89355923159998,0.0469144670497658,-1.01642720811247,0.664563787184663,4.33146998682017,0.89
5.89766489813111,0.0288817722824635,-1.00362092325932,0.646375742602782,4.13413748688753,0.884
