"beta_intercept","beta_neg_pred_1","beta_pos_pred_1","tau","disp","AUC"
5.9763217939686,-0.0154629937911458,-1.03977126302616,0.651345212318208,5.25378361725366,0.874
6.03435767427914,0.0195394839587937,-0.954685199937185,0.609287711524779,5.34546043533454,0.855
5.92594505897881,0.0443502520182309,-1.05433141119689,0.633509568623678,5.26560125899626,0.886
6.0237283353245,-0.00870151554778322,-1.00482588982051,0.661445509565225,5.94955954393145,0.881
5.93988248401145,-0.0618165612719477,-1.10201845195231,0.673610160443055,5.33474069364671,0.882
6.00083565132404,0.0378334904573216,-1.12091393967954,0.643363172789816,4.19082453575399,0.879
5.95988724749026,-0.0101885535643881,-1.07654513479111,0.643443966463157,4.9004004872872,0.879
6.00162092647106,0.0399367564166193,-1.09908582260867,0.661665844782093,4.95566447219174,0.908
5.96719726870134,-0.0338832174058604,-1.03531905174635,0.697221460635414,5.84764017105909,0.878
6.02851255392084,-0.0360436292846128,-1.05009375053269,0.626097451408588,4.95713028636135,0.867
5.98529337768227,0.00917300079286253,-1.01178182538738,0.639979383718549,6.42595202641428,0.893
